label,tweet,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig
3,"Berlajar prosedur bedah sekalian makan sahur ah *buka youtube* *nonton proses bedah dentoalveolar* *ga sanggup makan* *nutup laptop* ""Udahlah makan aja dulu"" *makan sambil deg deg an*","Berlajar prosedur bedah sekalian makan sahur ah *buka youtube* *nonton proses bedah dentoalveolar* *ga sanggup makan* *nutup laptop* ""Udahlah makan aja dulu"" *makan sambil deg deg an*",1.0,0,[0.781  0.0119 0.0056 0.1829 0.0185],0,[0.781  0.0119 0.0056 0.1829 0.0185],,3,3,0.02,,,,,,,,
4,"Gue kenal org yang lulus lama, kenal yg lulus cepet, lulus b aja, mereka punya waktu dan permasalahan sendiri. Jadi gue gak perlu buru-buru ketika semua yg ada di dalam diri dan di rumah masih messed up. Wol kusut aja masih bisa diusut. KALEM WE ATUH",I know org yang Graduated lama know which Graduated cepet Graduated b aja mereka punya waktu dan permasalahan sendiri Jadi I gak perlu ketika semua which ada di dalam diri dan di rumah masih messed up up Wool kusut aja masih bisa diusut KALEM WE ATUH,0.8815410137176514,4,[0.1447 0.0207 0.0102 0.0129 0.8115],0,[0.7098 0.2381 0.0044 0.0306 0.0172],"{'kenal': 'know', 'Gue': 'I', 'gue': 'I', 'yg': 'which', 'b': 'b', 'messed': 'messed up', 'lulus': 'Graduated', 'Wol': 'Wool'}",1,4,7.99,,,,,,,,
2,"Yaudah pokoknya makasih kamu udh mau pilih aku jadi kapel kamu, makasih udh percaya,sayang, dan sabar sm aku. Aku sayang sama kamu, semoga kita langgeng sampe tgl 25 di bulan2 berikutnya & seterusnya yaa. Maaf aku belom bisa jadi apa yang kamu idamkan, but i'll try it",Yaudah pokoknya thanks kamu udh mau pilih aku jadi kapel kamu thanks udh percaya Dear dan patient sm aku I Dear sama kamu hopefully kita forever until tgl 25 di bulan2 berikutnya seterusnya yeah Sorry aku belom bisa jadi apa yang kamu crave but i try it,0.9018142223358154,2,[0.0077 0.0016 0.9679 0.0032 0.0196],4,[0.0209 0.0044 0.3812 0.0054 0.5881],"{'sayang': 'Dear', 'Aku': 'I', 'semoga': 'hopefully', 'Maaf': 'Sorry', 'sabar': 'patient', 'sampe': 'until', 'idamkan': 'crave', 'yaa': 'yeah', 'makasih': 'thanks', 'langgeng': 'forever'}",2,2,8.14,,,,,,,,
0,"[USERNAME] reply1988, im not robot, fight for my way, its okay thats cinta, goblin itu yg inget kayaknya gua demen mewek terutama drama yg ditinggal meninggal gitu. emang cengeng:')","[USERNAME] reply1988, im not robot, fight for my way, its okay thats cinta, goblin itu yg inget kayaknya gua demen mewek terutama drama yg ditinggal meninggal gitu. emang cengeng:')",1.0,4,[0.1208 0.0081 0.3032 0.0071 0.5608],4,[0.1208 0.0081 0.3032 0.0071 0.5608],,4,4,0.02,,,,,,,,
1,"Isu Kristenisasi itu sama saja dgn isu kebangkitan PKI. Tanpa data, minim fakta dan bilapun ada tak lebih dari oembingkaian di kuar konteks! Isu yg dibuat untuk membangkitkan hantu demi keuntungan politis dan ekonomis.",Isu Christianization itu sama saja with issue kebangkitan PKI Without data minim fact dan bilapun ada tak lebih dari oembingkaian di kuar konteks Isu yg dibuat untuk membangkitkan hantu demi profit politis dan ekonomis,0.9302070140838624,1,[0.022  0.962  0.0013 0.0114 0.0033],1,[0.0559 0.9083 0.0017 0.0297 0.0043],"{'Tanpa': 'Without', 'PKI': 'PKI', 'Kristenisasi': 'Christianization', 'data': 'data', 'isu': 'issue', 'fakta': 'fact', 'keuntungan': 'profit', 'dgn': 'with'}",1,1,8.48,,,,,,,,
3,"Ngeri banget! Nenek ini mendengar ada suara di dalam lantainya, dan waktu dibuka bener-bener bikin kaget nenek dan petugas yang membukanya.. [URL]",Horror banget Nenek ini hear ada suara di dalam lantainya dan waktu dibuka make startled Grandma dan petugas yang membukanya URL,0.8645308017730713,3,[0.0092 0.0058 0.0058 0.976  0.0033],3,[0.0399 0.0229 0.0033 0.9297 0.0041],"{'Ngeri': 'Horror', 'mendengar': 'hear', 'bikin': 'make', 'nenek': 'Grandma', 'kaget': 'startled'}",3,3,5.81,,,,,,,,
4,[USERNAME] Lah.. hahahaha.. namany villa salse tp dia hotel trs ada warungnya gt menurut aku bagus sih kak nyaman gt trs nanti naik ke atas ada bird park..,USERNAME Lah hahahaha namany villa salse tp dia hotel trs ada the shop gt menurut aku good the hell sis nyaman gt trs nanti naik ke atas ada bird park,0.9289720058441162,4,[0.0191 0.0122 0.0061 0.0104 0.9523],4,[0.0189 0.0087 0.0053 0.0074 0.9598],"{'sih': 'the hell', 'gt': 'gt', 'bagus': 'good', 'kak': 'sis', 'warungnya': 'the shop', 'trs': 'trs'}",4,4,6.8,,,,,,,,
3,"Kepastian libur krn ikut tanggalan Bank Indonesia. Jd kalo BI libur, yaa ikut libur. Kalo dipaksain masuk nanti bingung sendiri kerjanya gimana",Kepastian libur krn ikut tanggalan Bank Indonesia Jd kalo BI libur yeah ikut libur Kalo forced enter nanti confused sendiri work how,0.7904686331748962,3,[0.0634 0.0111 0.0024 0.9174 0.0057],3,[0.1926 0.0238 0.003  0.7724 0.0082],"{'bingung': 'confused', 'gimana': 'how', 'krn': 'krn', 'masuk': 'enter', 'dipaksain': 'forced', 'kerjanya': 'work', 'yaa': 'yeah'}",3,3,6.17,,,,,,,,
4,"The best of ""dongeng sebelum tidur"" mksh teh. Me purple you. Gbu. Mksh dah bikin kobam n baper malem2. Mksh udh bikin aku cinta lg sm couple ini disaat aku dah mau move on. Mksh dh bikin keinginan punya pacarku muncul lagi. Makasih. May Allah always bless you. Aamiin. [USERNAME] [URL]","The best of ""dongeng sebelum tidur"" mksh teh. Me purple you. Gbu. Mksh dah bikin kobam n baper malem2. Mksh udh bikin aku cinta lg sm couple ini disaat aku dah mau move on. Mksh dh bikin keinginan punya pacarku muncul lagi. Makasih. May Allah always bless you. Aamiin. [USERNAME] [URL]",1.0,2,[0.0168 0.0031 0.7759 0.0047 0.1995],2,[0.0168 0.0031 0.7759 0.0047 0.1995],,2,2,0.02,,,,,,,,
0,"Duh...kok sedih yah, naikin berat badan susah tp turunnya mudah bgt puasa seminggu turun 6kg lebih, apalagi sekarang udah puasa ke20an. Celana melorot semua. Ya Allah doaku semoga abis lebaran nanti aku dikasih gemuk kyk ayam negri ... Aminnn... #RecehkanTwitter #kapangemuk",Duh kok sad yah raise heavy body difficult tp turunnya mudah bgt fast a week down 6kg lebih apalagi sekarang already fast ke20an Celana melorot semua Yes Allah my pray semoga abis lebaran nanti aku dikasih gemuk kyk ayam negri Aminnn RecehkanTwitter kapangemuk,0.747081458568573,0,[0.9285 0.0092 0.0101 0.0447 0.0074],0,[0.8615 0.0692 0.0058 0.0546 0.0089],"{'sedih': 'sad', 'tp': 'tp', 'badan': 'body', 'turun': 'down', 'naikin': 'raise', 'berat': 'heavy', 'puasa': 'fast', 'Ya': 'Yes', 'doaku': 'my pray', '6kg': '6kg', 'seminggu': 'a week', 'udah': 'already', 'susah': 'difficult'}",0,0,8.44,,,,,,,,
0,Siapa sih di dunia yg ngga punya hater? Rasul yg mulia aja punya. Budha aja punya. Nabi Isa aja punya. Nah apalagi eloh ama gueh .... ya kaaan,Siapa sih di dunia yg ngga punya hater? Rasul yg mulia aja punya. Budha aja punya. Nabi Isa aja punya. Nah apalagi eloh ama gueh .... ya kaaan,1.0,1,[0.0159 0.9708 0.0019 0.0056 0.0058],1,[0.0159 0.9708 0.0019 0.0056 0.0058],,1,1,0.02,,,,,,,,
1,saya ganteng tidak-suka mati saja kamu,saya handsome mati saja kamu,0.8444905281066895,1,[0.2969 0.6664 0.0189 0.0102 0.0075],1,[0.3158 0.5549 0.0436 0.0628 0.0229],{'ganteng': 'handsome'},0,1,4.75,,,,,,,,
1,Sedap kali kau ya bobok dikasur ku. Aku tidur kau ikut tidur. Mau jadi apa kau. *Bacanya pake logat mamak dahlia di Keluarga Badak*,Sedap kali kau ya bobok dikasur ku. Aku tidur kau ikut tidur. Mau jadi apa kau. *Bacanya pake logat mamak dahlia di Keluarga Badak*,1.0,0,[0.8862 0.0249 0.0137 0.0718 0.0034],0,[0.8862 0.0249 0.0137 0.0718 0.0034],,0,0,0.06,,,,,,,,
0,"beli kaos banyak dengan ukuran yg udah downgrade, kucariin kok ngga ada ternyata masuk ke lemari Bapak, mbak ART ku kayaknya ga notice aku udah kurusan.",buy shirt banyak dengan size which already downgrade kucariin kok ngga ada ternyata masuk ke lemari father mbak ART ku kayaknya ga notice aku already skinny,0.841937243938446,0,[0.9096 0.0219 0.0038 0.0519 0.0129],0,[0.7106 0.1592 0.0027 0.1181 0.0094],"{'kurusan': 'skinny', 'yg': 'which', 'kaos': 'shirt', 'udah': 'already', 'Bapak': 'father', 'ukuran': 'size', 'beli': 'buy'}",0,0,7.7,,,,,,,,
1,krn jujur ga lg2 dihina remehin hina sodaraw dari pihak mama gw..ada sepupu setan dengkii smua si lina gw sumpahin segera mampus sok kaya belagu merasa kaya bgt kali norak ga lama lg kebongkar dia tipu2annya mau liatin aja bakal seterusnya sukses dia ahahhah najisin tuh sepupu,krn honest ga lg2 insulted remehin hina sodaraw dari pihak mama gw ada sepupu Devil spiteful everyone si lina gw swear segera mampus pretentious rich belagu merasa rich bgt time uncouth ga lama lg kebongkar dia tipu2annya mau liatin aja bakal seterusnya sukses dia ahahhah unclean tuh sepupu,0.7533044219017029,1,[0.0315 0.9234 0.0025 0.0385 0.0041],1,[0.0302 0.9478 0.0013 0.0171 0.0036],"{'sumpahin': 'swear', 'sok': 'pretentious', 'tipu2annya': 'tipu2annya', 'dengkii': 'spiteful', 'smua': 'everyone', 'kali': 'time', 'jujur': 'honest', 'dihina': 'insulted', 'najisin': 'unclean', 'setan': 'Devil', 'lg2': 'lg2', 'kaya': 'rich', 'norak': 'uncouth', 'lg': 'lg'}",1,1,8.28,,,,,,,,
4,"Bahaha.. dia ke kasir after me. Sambil ngangkat keresek belanjaanku, masih sempet liat mas nya nyodorin barang belanjaannya","Bahaha.. dia ke kasir after me. Sambil ngangkat keresek belanjaanku, masih sempet liat mas nya nyodorin barang belanjaannya",1.0,0,[0.9314 0.0293 0.0031 0.0154 0.0208],0,[0.9314 0.0293 0.0031 0.0154 0.0208],,4,4,0.02,,,,,,,,
4,"Bahagia itu dekat, seperti I cinta the way you say Good Morning. So, say it every single day to me ya.. Cm mau ngingetin, jika satu org sdh mulai pudar kepeduliannya, jgn pernah takut, krna diluar sana akan ada org yg lbh peduli sama km, as long as you do something good jg.","Bahagia itu dekat, seperti I cinta the way you say Good Morning. So, say it every single day to me ya.. Cm mau ngingetin, jika satu org sdh mulai pudar kepeduliannya, jgn pernah takut, krna diluar sana akan ada org yg lbh peduli sama km, as long as you do something good jg.",1.0,2,[0.0102 0.0012 0.9591 0.008  0.0214],2,[0.0102 0.0012 0.9591 0.008  0.0214],,2,2,0.02,,,,,,,,
0,Hidup di jaman Naow ini kalau hanya pengen di panggil Ustadz aja Gampang. Berpakaian Muslim pakai kopyah Putih apalagi bersorban dg Rapih berani bicara dg sedikit menghafal ayat terjemahan sdh di Anggap penceramah dan du sebut ustadz Nggak perlu mondok bertahun2,Hidup di jaman Naow ini kalau hanya pengen di panggil Ustadz aja Gampang. Berpakaian Muslim pakai kopyah Putih apalagi bersorban dg Rapih berani bicara dg sedikit menghafal ayat terjemahan sdh di Anggap penceramah dan du sebut ustadz Nggak perlu mondok bertahun2,1.0,4,[0.0535 0.0544 0.0035 0.0145 0.8742],4,[0.0535 0.0544 0.0035 0.0145 0.8742],,4,4,0.05,,,,,,,,
2,Sampai saat seorang teman lelakimu datang kerumah dan meminta izin pada papa untuk mengambilmu darinya. Papa akan sangat berhati-hati memberikan izin karena papa tau bahwa lelaku itulah yang akan menggantikan posisinya nanti.,Sampai saat seorang teman lelakimu datang kerumah dan meminta izin pada papa untuk mengambilmu darinya. Papa akan sangat berhati-hati memberikan izin karena papa tau bahwa lelaku itulah yang akan menggantikan posisinya nanti.,1.0,0,[0.4119 0.0071 0.3779 0.1943 0.0088],0,[0.4119 0.0071 0.3779 0.1943 0.0088],,2,2,0.07,,,,,,,,
3,"dan dia ngebuntutin gue dong, bangke bgt ga sih. gue yg biasa lewat jalan A, hrs muter ke jalan B yg lebih jauh. pas gue udah ga liat dia dibelakang gue gara2 gue ngebut, tbtb di lampu merah ketemu lagi. lgsg tancap gas lah gila takut bgt bgt bgt",dan dia trailing I dong bangke bgt ga sih I which biasa lewat jalan A hrs muter ke jalan B which lebih jauh pass I udah ga clay dia behind I gara2 I ngebut tbtb di lampu merah meet lagi lgsg tancap gas lah gila takut bgt bgt bgt,0.8820170760154724,3,[0.0058 0.0122 0.0059 0.9715 0.0047],3,[0.0051 0.0112 0.0047 0.9751 0.004 ],"{'gue': 'I', 'liat': 'clay', 'tbtb': 'tbtb', 'gara2': 'gara2', 'ngebuntutin': 'trailing', 'ketemu': 'meet', 'yg': 'which', 'dibelakang': 'behind', 'A': 'A', 'ga': 'ga', 'B': 'B', 'pas': 'pass'}",3,3,9.28,,,,,,,,
1,[USERNAME] [USERNAME] Saya sudah 2 bulan dana mengendap di Bukalapak gara2 di Bekukan ini Bagaimana ??? semua pertanyaan dari pihak Bukalapak dan Bukti2 sudah saya kirim kan Pedagang hanya mengirim barang terhadap pesanan lalu BL membekukan secara se,USERNAME USERNAME Saya sudah 2 bulan dana mengendap di Bukalapak gara2 di Freeze ini How semua pertanyaan dari pihak Bukalapak dan Bukti2 sudah saya kirim kan Trader hanya mengirim goods terhadap pesanan lalu BL membekukan secara se,0.942574381828308,1,[0.0298 0.9485 0.0017 0.0154 0.0047],1,[0.0483 0.9189 0.002  0.0236 0.0071],"{'Bukti2': 'Bukti2', 'Bagaimana': 'How', 'Bekukan': 'Freeze', 'Pedagang': 'Trader', 'barang': 'goods', 'Bukalapak': 'Bukalapak', 'BL': 'BL'}",1,1,8.38,,,,,,,,
4,"Emak dan anak. Ya beliau adalah wanita hebat, pembimbing kita semua di departemen Gawat Darurat. Terima kasih emak, ibunya PSC 119 Dinkes Kab Tegal yang sesungguhnya. Proud! Meski sedang mempunyai 1 anak usia sekolah dan satunya toodler, beliau tetep stay 24 jam untuk konsulan. [URL]",Emak dan child Ya he adalah woman hebat mentor kita semua di department Gawat Darurat accept kasih mom ibunya PSC 119 Dinkes Regency Tegal yang sesungguhnya Proud Even though sedang mempunyai 1 child usia sekolah dan the only one toodler he stay stay 24 jam untuk konsulan URL,0.8442803621292114,4,[0.0337 0.0034 0.1557 0.0047 0.8024],4,[0.2463 0.008  0.1124 0.0072 0.6261],"{'pembimbing': 'mentor', 'Kab': 'Regency', 'Terima': 'accept', 'Meski': 'Even though', 'emak': 'mom', 'tetep': 'stay', 'toodler': 'toodler', 'wanita': 'woman', 'PSC': 'PSC', 'beliau': 'he', 'departemen': 'department', 'satunya': 'the only one', 'anak': 'child'}",4,4,9.0,,,,,,,,
4,"Alhamdulillah, dua hari menembus Rp 100 juta. Terimakasih sahabat semua. Semoga segera terpenuhi targetnya, dan Fariz bs segera dioperasi",Alhamdulillah dua hari penetrate Rp 100 million Thank you Friend semua Semoga segera terpenuhi targetnya dan Fariz bs segera dioperasi,0.8392518758773804,4,[0.023  0.0047 0.0149 0.0092 0.9483],4,[0.0222 0.0048 0.0108 0.0083 0.9539],"{'Terimakasih': 'Thank you', 'juta': 'million', 'sahabat': 'Friend', 'menembus': 'penetrate', 'Alhamdulillah': 'Alhamdulillah'}",4,4,6.83,,,,,,,,
2,"Tuhaaannnn.... kangen bngt sama dia.... adakah ia jg merindukan q....bulan...terangnya sinarmu mlam ini... bulan..sampaikan salam q pdnya...dia pasti jg melihat kmu disana...bilang sama dia...aku sayang bgt sama, cinta bngt sma dia...n aku saangat merindukannya...",Tuhaaannnn kangen bngt sama dia adakah ia jg merindukan q bulan the light sinarmu mlam ini bulan sampaikan regards q to her dia pasti jg melihat kmu disana say sama dia aku sayang bgt sama love bngt senior High School dia n aku very much merindukannya,0.8754743337631226,2,[0.017  0.0016 0.9728 0.0036 0.005 ],2,[0.0236 0.0021 0.9639 0.0047 0.0057],"{'sma': 'senior High School', 'bngt': 'bngt', 'saangat': 'very much', 'pdnya': 'to her', 'cinta': 'love', 'bilang': 'say', 'n': 'n', 'terangnya': 'the light', 'q': 'q', 'salam': 'regards'}",2,2,8.84,,,,,,,,
4,selamat sore raper tampan :),selamat afternoon raper tampan,0.7435556650161743,4,[0.0526 0.0131 0.0251 0.0174 0.8918],0,[0.5948 0.1362 0.0345 0.0869 0.1476],{'sore': 'afternoon'},4,4,4.29,,,,,,,,
2,"Semenjak sama doi. Status ku udah 3 kali dikomen hahaha. Karna sebenarnya ak sama dia jarang ngobrol. Ihh kek ada aja yang baca. Udah ah. Gemesh, ngga sabar pengen peluk",Semenjak sama doi Status my already 3 kali dikomen ha ha ha Karna sebenarnya ak sama dia jarang ngobrol Ihh kek ada aja yang baca Udah ah Gemesh no patient want to hug,0.9019404649734496,2,[0.07   0.0035 0.8777 0.0073 0.0414],0,[0.9349 0.0227 0.006  0.0274 0.009 ],"{'peluk': 'hug', 'udah': 'already', 'doi': 'doi', 'sabar': 'patient', 'hahaha': 'ha ha ha', 'pengen': 'want to', 'ku': 'my', 'Status': 'Status', 'ngga': 'no'}",0,2,7.75,,,,,,,,
1,"Ya terlebih klo denger di sini secara langsung, menjengkelkan sekali mana suara speakernya itu grebek melengking, mengganggu sih lebih tepatnya itu mah.","Ya terlebih klo denger di sini secara langsung, menjengkelkan sekali mana suara speakernya itu grebek melengking, mengganggu sih lebih tepatnya itu mah.",1.0,3,[0.1207 0.0151 0.0043 0.8555 0.0044],3,[0.1207 0.0151 0.0043 0.8555 0.0044],,0,0,0.02,,,,,,,,
4,[USERNAME] Selamat Siang Sahabat Pos. Kiriman tsb sudah diterima ya sahabat. Terima kasih telah mempercayakan dan menggunakan layanan kami :) ^FD [URL],USERNAME Selamat Siang Sahabat Post Kiriman tb sudah accepted yes Friend accept kasih telah mempercayakan dan menggunakan layanan kami URL,0.8243995904922485,4,[0.0069 0.0028 0.0132 0.003  0.9741],4,[0.0089 0.0049 0.0111 0.0034 0.9718],"{'Terima': 'accept', 'Pos': 'Post', 'ya': 'yes', 'tsb': 'tb', 'sahabat': 'Friend', 'diterima': 'accepted'}",4,4,6.34,,,,,,,,
4,"Kalian kdg ktemu org di socmed yg trnyata temennya si ini gt gak si,eh trnyata si ini mantannya si itu,atau wah trnyata si ini yg bikin konten yutub ini!! Why why the world is so smoll?!","Kalian kdg ktemu org di socmed yg trnyata temennya si ini gt gak si,eh trnyata si ini mantannya si itu,atau wah trnyata si ini yg bikin konten yutub ini!! Why why the world is so smoll?!",1.0,1,[0.0267 0.9619 0.0012 0.007  0.0032],1,[0.0267 0.9619 0.0012 0.007  0.0032],,1,1,0.02,,,,,,,,
4,Bahahahahajahahhaaa penyakit emanggg udahh wkwkw tahan aja ampe agustus lisa dtg kekokas niatnya liat lisa ngeri ujungnya kemana mana,Bahahahahajahahhaaa penyakit emanggg udahh wkwkw tahan aja ampe agustus lisa dtg kekokas niatnya liat lisa ngeri ujungnya kemana mana,1.0,3,[0.0101 0.0039 0.0047 0.9786 0.0026],3,[0.0101 0.0039 0.0047 0.9786 0.0026],,3,3,0.02,,,,,,,,
4,Untung aja tadi bagi rapot sama orang tua yang bisa diajak sharing dan sepaham jadinya aku aman soal menilai anaknya hehe malah sempet curcol di luar rapotan. Gapapa lah yaaa ku butuh penenang setelah berkutat dgn SOP.,Untung aja tadi bagi report card sama person tua yang bisa invited sharing dan agree jadinya aku safe soal evaluate anaknya haha malah sempet curcol di luar rapotan Gapapa lah yaaa ku butuh penenang setelah struggling dgn SOUP,0.8519108295440674,4,[0.2617 0.0134 0.0329 0.035  0.657 ],4,[0.2527 0.0133 0.0255 0.0352 0.6733],"{'aman': 'safe', 'orang': 'person', 'diajak': 'invited', 'berkutat': 'struggling', 'SOP': 'SOUP', 'hehe': 'haha', 'menilai': 'evaluate', 'sepaham': 'agree', 'rapot': 'report card'}",4,4,10.02,,,,,,,,
0,"kemarin, udah beneran giveup sama dasnut. 7materi+soal quiz. cuman belajar quiz, dan lainnya cuman sekedar baca dan ga masuk otak. udah beneran cuman modal doa,pasrah. sampe bener2 pusing karna flu juga. pas dapet soal dan tau soalnya, mo nangis.",yesterday already really give up sama nuts quiz only study quiz dan lainnya only just read dan ga masuk otak already really only modal doa pasrah sampe bener2 pusing karna flu juga pas dapet soal dan know soalnya mo nangis,0.8353244066238403,0,[0.8771 0.0131 0.0044 0.0928 0.0126],0,[0.8004 0.0193 0.0056 0.1634 0.0114],"{'giveup': 'give up', 'sekedar': 'just', 'kemarin': 'yesterday', 'quiz': 'quiz', 'cuman': 'only', 'dasnut': 'nuts', 'beneran': 'really', 'baca': 'read', 'udah': 'already', 'belajar': 'study', 'tau': 'know'}",0,0,9.29,,,,,,,,
