text,sentiment,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig
yusri seorang ibu yang tidak tahu diri . sudah tidak punya uang mebel lagi . melihat muka ibu dikaca . sudah dibantu tidak terima kasih . dasar maling .,2,yusri seorang ibu yang tidak tahu diri sudah tidak punya uang mebel lagi melihat muka ibu dikaca sudah dibantu tidak terima kasih base ladro,0.9812794923782348,2,[0.0011 0.0012 0.9977],2,[0.0018 0.0031 0.9951],"{'maling': 'ladro', 'dasar': 'base'}",2,2,1.96,,,,,,,,
menemukan bocah-bocah sampai yang komentar di yutub pakai kata-kata kotor begitu . yang mengajarkan siapa dah ? sedih :,2,menemukan sampai yang komentar di yutub pakai kotor begitu yang mengajarkan siapa dah triste,0.9508880376815796,2,[9.000e-04 1.900e-03 9.972e-01],2,[8.000e-04 4.100e-03 9.951e-01],{'sedih': 'triste'},2,2,0.95,,,,,,,,
indomaret adalah penjahat anyar dalam dunia perdagangan,2,indomaret adalah penjahat anyar dalam mondo perdagangan,0.8361672163009644,2,[0.0012 0.006  0.9928],2,[0.0014 0.0162 0.9824],{'dunia': 'mondo'},2,2,1.05,,,,,,,,
"malah .. !!! tren si tukang fitnah bicara iman , dasar akun sapi yang takut kehilangan kursi cawapres prabowo makanya busukkan nama ahy dan say",2,malah tren si tukang calunnia bicara iman base akun sapi yang takut kehilangan kursi cawapres prabowo makanya marcire nama ahy dan say,0.9396339654922484,2,[0.0011 0.0015 0.9974],2,[0.0046 0.0563 0.9391],"{'busukkan': 'marcire', 'fitnah': 'calunnia', 'dasar': 'base'}",2,2,3.14,,,,,,,,
"tahun 2018 , bri ingin akuisisi 2 bank cilik",1,tahun 2018 bri ingin acquisizione 2 bank cilik,0.9404876232147216,1,[0.0032 0.9956 0.0011],1,[0.0073 0.9917 0.001 ],{'akuisisi': 'acquisizione'},1,1,1.22,,,,,,,,
pilihan bakso nya sangat beragam dan kelebihan nya adalah kita bebas memilih jenis dan jumlah bakso yang kita inginkan,0,pilihan bakso la sua sangat beragam dan eccesso la sua adalah kita bebas memilih jenis dan jumlah bakso yang kita inginkan,0.9111534953117372,0,[9.947e-01 4.800e-03 6.000e-04],0,[0.961 0.038 0.001],"{'kelebihan': 'eccesso', 'nya': 'la sua'}",0,0,2.46,,,,,,,,
"dulu mau modalin , sediakan tempat , dan carikan pembeli . kok sekarang sindir warga zaman now bergantung pada pemerintah . tidak jelas banget .",2,dulu mau modalin sediakan tempat dan campione pembeli kok sekarang sindir warga zaman now bergantung pada pemerintah tidak jelas molto,0.971994161605835,2,[0.0011 0.0014 0.9976],2,[0.0015 0.008  0.9904],"{'banget': 'molto', 'carikan': 'campione'}",2,2,3.13,,,,,,,,
"tempa nya sangat memanjakan pengunjung . dengan suasana pedesaan , banyak nya pohon-pohon menambang kesejukan di tempat ini . tapi , pengunjung memang harus siap dengan harga makanan dan minuman yang diperjualbelikan di sini",0,tempa la sua sangat coccolare pengunjung dengan suasana pedesaan banyak la sua menambang kesejukan di tempat ini tapi pengunjung memang harus siap dengan harga makanan dan minuman yang diperjualbelikan di sini,0.9439628720283508,0,[0.9948 0.0011 0.0041],0,[0.9887 0.0022 0.009 ],"{'memanjakan': 'coccolare', 'nya': 'la sua'}",0,0,3.07,,,,,,,,
"musnahkan lgbt , gay , homo , dan lesbian dari muka bumi ini . ancaman terbesar untuk umat manusia dibumi . jika dibiarkan manusia akan punah .",2,distruggere lgbt gay homo dan lesbian dari muka bumi ini ancaman terbesar untuk umat manusia dibumi jika dibiarkan manusia akan estinto,0.9901920557022096,2,[0.0025 0.002  0.9955],2,[0.003  0.0036 0.9933],"{'musnahkan': 'distruggere', 'gay': 'gay', 'punah': 'estinto'}",2,2,2.4,,,,,,,,
"banyak pilihan menu khas bakso , bakso rawit dan bakso granat yang pedas , dan sop iga nya mantap , dengan banyak pilihan minuman , yang saya suka adalah rainbow jely",0,banyak pilihan menu khas bakso bakso rawit dan bakso granat yang pedas dan sop iga la sua costante dengan banyak pilihan minuman yang saya come adalah rainbow jely,0.9651334285736084,0,[9.985e-01 1.200e-03 4.000e-04],0,[9.974e-01 2.000e-03 6.000e-04],"{'mantap': 'costante', 'suka': 'come', 'nya': 'la sua'}",0,0,2.04,,,,,,,,
"piring kaleng , gelas kaleng , makanan rumahan , es cincau , dan yang terpenting , cumi masak hitam yang tak terkalahkan oleh rumah makan di mana pun . makan ala prasmanan dengan pilihan nasi merah yang cocok bagi pelaku diet , barisan lauk pauk yang bisa kita pilih semau nya , pilihan sambal dan lalapan yang bisa diambil sebanyak kita mau , dan harga yang sangat ramah kantong .",0,piring kaleng gelas kaleng cibo rumahan Ghiaccio cincau dan yang terpenting cumi masak hitam yang tak sconfitto oleh rumah makan di mana pun makan ahimè prasmanan dengan pilihan nasi merah yang cocok bagi pelaku diet barisan lauk pauk yang bisa kita pilih semau nya pilihan sambal dan lalapan yang bisa diambil sebanyak kita mau dan prezzo yang sangat amichevole tasca,0.9847286939620972,0,[9.985e-01 1.000e-03 4.000e-04],0,[9.974e-01 2.000e-03 6.000e-04],"{'ramah': 'amichevole', 'harga': 'prezzo', 'kantong': 'tasca', 'terkalahkan': 'sconfitto', 'es': 'Ghiaccio', 'ala': 'ahimè', 'makanan': 'cibo'}",0,0,6.41,,,,,,,,
"pertama datang ke sini karena rekomendasi dari medsos . tertarik melihat minuman dengan aromanis diatas nya dan kue cantik lainnya . tempat nya di lantai 3 mayfair building . jangan sampai kelewat ya , karena pertama ke sana cukup kesulitan . begitu masuk ke tempat nya kata yang terlintas adalah manis . mulai dari dekorasi dan konsep yang diterapkan sampai menu makanan nya .",0,pertama datang ke sini karena raccomandazione dari medsos tertarik melihat minuman dengan aromanis diatas la sua dan kue cantik lainnya tempat la sua di pavimento 3 mayfair building jangan sampai anche ya karena pertama ke sana cukup kesulitan begitu masuk ke tempat la sua kata yang terlintas adalah manis mulai dari dekorasi dan konsep yang diterapkan sampai menu makanan la sua,0.918665885925293,0,[0.9547 0.0037 0.0415],0,[0.9699 0.0063 0.0239],"{'nya': 'la sua', 'kelewat': 'anche', 'lantai': 'pavimento', 'mayfair': 'mayfair', 'rekomendasi': 'raccomandazione'}",0,0,4.89,,,,,,,,
senang nya pakai kartu,0,senang la sua pakai kartu,0.7577694654464722,0,[9.973e-01 1.900e-03 9.000e-04],0,[0.9912 0.005  0.0038],{'nya': 'la sua'},0,0,0.87,,,,,,,,
trans corp kembali berniat membuka transmart,1,trans corp kembali avere intenzione membuka transmart,0.8230571746826172,1,[0.0021 0.9969 0.0011],1,[0.0019 0.9971 0.001 ],{'berniat': 'avere intenzione'},1,1,0.85,,,,,,,,
: kalau subscriber youtube netmediatama mencapai 1 juta .,1,kalau subscriber youtube netmediatama mencapai 1 juta,1.0,1,[0.0036 0.9943 0.002 ],1,[0.021  0.9768 0.0022],{'netmediatama': 'netmediatama'},1,1,3.82,,,,,,,,
gue bingung sama pemerintahan jokowi . banyak orang yang muji dia padahal dia cuma bisa merusak negara kita saja . aneh,2,gue bingung sama pemerintahan jokowi banyak orang yang muji dia padahal dia cuma bisa merusak negara kita saja strano,0.9912688732147216,2,[0.0017 0.0011 0.9972],2,[0.002  0.0014 0.9967],{'aneh': 'strano'},2,2,1.33,,,,,,,,
"kalau melihat desain nya pixel 3 sih biasa saja , tapi iklan nya ini bagus banget sampai bikin barang nya jadi terlihat wah banget",0,kalau melihat desain nya pixel 3 sih biasa saja tapi iklan nya ini Buona molto sampai bikin barang nya jadi terlihat wah molto,0.9497580528259276,0,[0.9815 0.0014 0.0171],2,[0.334  0.0138 0.6523],"{'bagus': 'Buona', 'banget': 'molto'}",2,0,2.28,,,,,,,,
"menu-menu tradisional sunda dengan tempat dan wadah yang unik makanan nya banyak ragam minuman dan makanan khas sunda yang jarang dijumpai di luar , ternyata ada di sini .",0,tradisional sunda dengan tempat dan wadah yang unico makanan la sua banyak ragam minuman dan makanan khas sunda yang jarang dijumpai di luar ternyata ada di sini,0.9768897891044616,0,[9.955e-01 4.000e-03 5.000e-04],0,[9.935e-01 5.900e-03 6.000e-04],"{'unik': 'unico', 'nya': 'la sua'}",0,0,1.92,,,,,,,,
"ampera benhil . pegawai judes , banyak asap rokok , kotor . ini cabang ampera yang paling mengecewakan .",2,ampera benhil dipendente judes banyak asap rokok kotor ini cabang ampera yang paling deludente,0.9629576206207277,2,[0.0016 0.0011 0.9974],2,[0.0142 0.0048 0.9811],"{'mengecewakan': 'deludente', 'pegawai': 'dipendente'}",2,2,1.32,,,,,,,,
salut,0,saluto,0.3476981520652771,0,[9.977e-01 1.300e-03 9.000e-04],0,[0.9969 0.0013 0.0018],{'salut': 'saluto'},0,0,1.13,,,,,,,,
"makanan nya enak , porsi nya lumayan banyak , suasana nya juga enak , di tengah nya ada taman dan bergaya zaman dulu , pada waktu datang dikasih roti untuk makanan pembuka",0,makanan la sua simpatico porsi la sua lumayan banyak suasana la sua juga simpatico di tengah la sua ada taman dan bergaya zaman dulu pada waktu datang dikasih roti untuk makanan pembuka,0.8177377581596375,0,[9.985e-01 8.000e-04 6.000e-04],0,[9.971e-01 2.100e-03 8.000e-04],"{'enak': 'simpatico', 'nya': 'la sua'}",0,0,2.79,,,,,,,,
sangat tidak profesional institusi . hanya membuat kecewa dan sangat tidak rapi anda bermain . kalau mau main rapi jangan ada kotor sedikit pun,2,sangat tidak professionale institusi hanya membuat kecewa dan sangat tidak rapi anda bermain kalau mau main rapi jangan ada kotor sedikit pun,0.9892147779464722,2,[0.0031 0.0011 0.9958],2,[0.004  0.0013 0.9947],{'profesional': 'professionale'},2,2,2.46,,,,,,,,
"sejak jokwi naik jadi presiden , simbol-simbol pki tumbuh subur tanpa henti seolah tak ada pihak yang berdaya memberangus hal tersebut . selaku presiden , omongan gebuk pki tak lebih hanya pembohongan publik",2,sejak jokwi naik jadi presiden pki tumbuh subur tanpa henti seolah tak ada pihak yang berdaya memberangus hal tersebut selaku presiden omongan gebuk pki tak lebih hanya giacente pubblico,0.9853588342666626,2,[0.0072 0.004  0.9889],2,[0.0347 0.088  0.8773],"{'pembohongan': 'giacente', 'publik': 'pubblico'}",2,2,2.39,,,,,,,,
"demo , inilah permintaan nelayan pamekasan kepada menteri susi",1,demo inilah permintaan nelayan pamekasan kepada menteri susi,1.0,1,[0.0013 0.997  0.0017],1,[0.0014 0.9971 0.0015],{'demo': 'demo'},1,1,0.98,,,,,,,,
"swiss hormone mengembalikan bentuk brast plus boolat , merapatkan misi v plus wangi sekali smilingfacewithheart - eyes smilingfacewithheart - eyes smilingfacewithheart - eyes .",0,swiss ormone mengembalikan bentuk brast più boolat merapatkan misi v più wangi sekali smilingfacewithheart occhi smilingfacewithheart occhi smilingfacewithheart occhi,0.477794736623764,0,[0.9751 0.0152 0.0097],2,[0.3872 0.0988 0.5141],"{'hormone': 'ormone', 'eyes': 'occhi', 'plus': 'più'}",2,0,3.15,,,,,,,,
"resto nya bikin kangen . suasana nya enak terutama live music nya suka ramai begitu atau lagu oma oppa tempo dulu , enak banget , makanan nya juga enak-enak , harga tidak mahal , puas dan sudah ketiga kalinya ke sini",0,resto la sua bikin kangen suasana la sua simpatico terutama live music la sua suka ramai begitu atau lagu oma oppa tempo dulu simpatico molto makanan la sua juga harga tidak costoso puas dan sudah ketiga kalinya ke sini,0.8736096620559692,0,[9.989e-01 7.000e-04 5.000e-04],0,[0.9368 0.0032 0.0601],"{'mahal': 'costoso', 'enak': 'simpatico', 'banget': 'molto', 'nya': 'la sua'}",0,0,3.54,,,,,,,,
sudah satu bulan ini dia magang di google indonesia .,1,sudah satu bulan ini dia magang di google Indonesia,1.0,1,[0.0014 0.9967 0.0018],1,[0.0019 0.9961 0.002 ],{'indonesia': 'Indonesia'},1,1,1.34,,,,,,,,
"makan mi di sini bikin ketagihan , mienyabeda dengan tempat makan mi yang lain . yang paling gila pedes nya , tidak berani pakai sambal lagi tidak kuat pedas .",0,"makan mi di sini bikin ketagihan , mienyabeda dengan tempat makan mi yang lain . yang paling gila pedes nya , tidak berani pakai sambal lagi tidak kuat pedas .",1.0,2,[0.239  0.0032 0.7578],2,[0.239  0.0032 0.7578],,0,0,0.03,,,,,,,,
"kemarin saya ke gym yang di daerah kalibata . awal nya mau work out biar bisa membakar lemak . eh di luar ekspektasi , tempat nya ternyata tidak nyaman .",2,kemarin saya ke gym yang di daerah kalibata awal nya mau work out biar bisa membakar lemak ehm di luar ekspektasi tempat nya ternyata tidak comodo,0.9660825133323668,2,[0.0017 0.0017 0.9966],2,[0.0188 0.0235 0.9576],"{'nyaman': 'comodo', 'eh': 'ehm'}",2,2,1.6,,,,,,,,
"menu warkop , tempat gaul . paling enak ke sini pagi hari masih sepi . kalau siang - malam ramai bingitzzxz . cocok untuk anak baru besar atau remaja . buat bincang bisnis tidak cocok tetlalu ramai . kopi nya gayo arabica mantap , sayang tidak ada manual brew . semuanya pakai expresso mesin . buat kawula muda cocoklah",0,menu warkop tempat gaul paling simpatico ke sini pagi hari masih sepi kalau siang malam ramai bingitzzxz adatto untuk anak baru besar atau remaja buat bincang bisnis tidak adatto tetlalu ramai kopi nya gayo arabica costante sayang tidak ada manual brew semuanya pakai expresso mesin buat me giovane partita,0.9772874116897584,0,[9.981e-01 6.000e-04 1.300e-03],0,[0.9476 0.0286 0.0238],"{'cocoklah': 'partita', 'cocok': 'adatto', 'muda': 'giovane', 'enak': 'simpatico', 'kawula': 'me', 'mantap': 'costante'}",0,0,7.32,,,,,,,,
"resto ini desain interior nya cukup menawan . penataan nya cukup serasi . layanan nya cukup baik dan cepat saji . tersedia berbagai menu seperti ayam goreng , bubur ayam , cheeseburger , egg burger , fish fillet burger dan sebagai nya . ayam goreng rasanya gurih , renyah dan nikmat . bubur ayam nya terasa sangat nikmat . cheeseburger sangat terasa rasa keju nya . rata-rata masakan nya nikmat .",0,resto ini desain interior la sua cukup menawan penataan la sua cukup serasi layanan la sua cukup baik dan veloce saji tersedia berbagai menu seperti ayam goreng bubur ayam cheeseburger egg burger fish fillet burger dan sebagai la sua ayam goreng rasanya gustoso renyah dan godimento bubur ayam la sua terasa sangat godimento cheeseburger sangat terasa rasa keju la sua Cucinare la sua godimento,0.8393453359603882,0,[9.987e-01 7.000e-04 5.000e-04],0,[9.98e-01 1.20e-03 8.00e-04],"{'nikmat': 'godimento', 'nya': 'la sua', 'gurih': 'gustoso', 'cheeseburger': 'cheeseburger', 'cepat': 'veloce', 'masakan': 'Cucinare'}",0,0,5.78,,,,,,,,
"menu bubur untuk sarapan pagi favorit semua orang . porsi cukup , tidak terlalu besar , tidak terlalu sedikit . bubur ayam lokal yang cukup untuk mengganjal perut di pagi hari .",0,menu bubur untuk sarapan mattina preferito semua orang porsi cukup tidak terlalu besar tidak terlalu sedikit bubur ayam lokal yang cukup untuk mengganjal perut di mattina hari,0.9791523218154908,0,[9.974e-01 1.900e-03 7.000e-04],0,[0.9919 0.0053 0.0028],"{'favorit': 'preferito', 'pagi': 'mattina'}",0,0,2.96,,,,,,,,
"makanan nya semuanya enak banget , favorit nya nachos dan salad 90 gourmet , sushi nya juga enak , suasana nya nyaman untuk berdua atau kumpul keluarga , selalu jadi pilihan kalau lagi ingin makanan jepang atau korea .",0,makanan la sua semuanya simpatico molto favorit la sua nachos dan salad 90 gourmet sushi la sua juga simpatico suasana la sua nyaman untuk berdua atau kumpul keluarga selalu jadi pilihan kalau lagi ingin makanan jepang atau korea,0.889252781867981,0,[9.988e-01 8.000e-04 4.000e-04],0,[9.963e-01 3.300e-03 3.000e-04],"{'banget': 'molto', 'enak': 'simpatico', 'nya': 'la sua'}",0,0,2.26,,,,,,,,
betul . cebong-cebong pada bodoh semua maka dari itu bisa kalahkan prabowo dan bisa usir itu si anjing rizieq shihab,2,betul pada stupido semua maka dari itu bisa kalahkan prabowo dan bisa usir itu si anjing rizieq shihab,0.9887993335723876,2,[0.0023 0.0013 0.9964],2,[0.0046 0.0034 0.992 ],{'bodoh': 'stupido'},2,2,1.65,,,,,,,,
mulai bosan nih sama pekerjaan yang sekarang,2,mulai annoiato nih sama pekerjaan yang sekarang,0.9686237573623656,2,[0.0017 0.0018 0.9965],2,[0.0298 0.097  0.8733],{'bosan': 'annoiato'},2,2,0.64,,,,,,,,
tidak pernah kapok dan terus berlangganan sama pengiriman jne soal nya cepat sampai nya,0,tidak pernah kapok dan terus berlangganan sama pengiriman jne soal nya veloce sampai nya,0.986298680305481,0,[0.9951 0.0021 0.0027],0,[0.9833 0.0038 0.0128],{'cepat': 'veloce'},0,0,2.44,,,,,,,,
"bagus tempat , bagus harga , bagus rasa . ditambah live musik jadi ingin bawa doi ke sini , sayang waktu itu ngumpul nya sama teman-teman kantor , semoga lain waktu bisa datang lagi ke tjendana bistro .",0,Buona tempat Buona harga Buona rasa ditambah live musik jadi ingin bawa doi ke sini sayang waktu itu ngumpul nya sama ufficio semoga lain waktu bisa datang lagi ke tjendana bistro,0.9356930255889891,0,[9.982e-01 1.100e-03 8.000e-04],0,[9.951e-01 4.300e-03 6.000e-04],"{'bistro': 'bistro', 'bagus': 'Buona', 'kantor': 'ufficio'}",0,0,2.7,,,,,,,,
makanan yang terkenal di sini adalah kepiting . kami jarang makan di tempat karena terkendala parkir . kita harus parkir di seberang jalan dan jalan nya adalah jalan besar dengan kendaraan yang terus berlalu lalang . karena itu biasanya saya dan keluarga lebih senang untuk pengiriman .,0,makanan yang famoso di sini adalah kepiting kami jarang makan di tempat karena costretto parkir kita harus parkir di seberang jalan dan jalan nya adalah jalan besar dengan kendaraan yang terus berlalu lalang karena itu biasanya saya dan keluarga lebih Felice untuk pengiriman,0.988494873046875,0,[0.9933 0.0012 0.0054],0,[0.9562 0.0084 0.0354],"{'senang': 'Felice', 'terkendala': 'costretto', 'terkenal': 'famoso'}",0,0,5.04,,,,,,,,
saya tidak suka ayam . saya lindas ayam itu,2,saya tidak come ayam saya lindas ayam itu,0.9697306156158448,2,[0.0011 0.0018 0.9971],2,[0.0017 0.0042 0.9941],{'suka': 'come'},2,2,1.33,,,,,,,,
sepertinya ingin sekali marah sama indosat ini .,2,sepertinya ingin sekali arrabbiato sama indosat ini,0.9660773873329164,2,[0.001  0.0019 0.9971],0,[0.4077 0.3713 0.221 ],{'marah': 'arrabbiato'},2,2,1.49,,,,,,,,
"nama nya yang membuat saya tergelitik untuk mampir dan makan , kemudian menanyakan kepada staf mereka , kenapa nama nya sapu lidi ? tidak ada yang bisa menjawab dan baru terjawab ketika pemilik nya diwawancara disebuah stasiun televisi . sapu lidi idebtik dengan rakkyat , dengan desa / kampung . tempat ini di desain cukup unik menurut saya seunik pemilik nya juga",0,nama la sua yang membuat saya tergelitik untuk fermarsi presso dan mangiare kemudian menanyakan kepada staf mereka kenapa nama la sua sapu lidi tidak ada yang bisa menjawab dan baru terjawab ketika pemilik la sua diwawancara disebuah stasiun televisi sapu lidi idebtik dengan rakkyat dengan desa kampung tempat ini di desain cukup unik menurut saya come unico pemilik la sua juga,0.9371302127838136,0,[0.9959 0.0018 0.0023],0,[0.9895 0.0049 0.0056],"{'seunik': 'come unico', 'nya': 'la sua', 'makan': 'mangiare', 'mampir': 'fermarsi presso'}",0,0,5.96,,,,,,,,
"kecewa sama barista yang literally menambahkan additional tanpa bilang ada biaya nya . maksud gue , kalau harga akhir produk akan berubah wajar nya dikasih tahu sebelum dia input tidak sih ? apalagi sama new pelanggan",2,deluso sama barista yang literally menambahkan additional tanpa bilang ada biaya nya maksud gue kalau harga akhir produk akan berubah wajar nya dikasih tahu sebelum dia ingresso tidak sih apalagi sama new cliente,0.9789860248565674,2,[0.0023 0.0015 0.9962],2,[0.0648 0.041  0.8942],"{'kecewa': 'deluso', 'pelanggan': 'cliente', 'input': 'ingresso'}",2,2,2.59,,,,,,,,
"paling enak makan di restoran nya yang berbentuk saung di samping danau kecil . tapi untuk menggunakan tempat ini perlu reservasi , dan minimal 6 orang buat dining . harga nya relatif mahal , seperti makan restoran di jakarta . kalau kamu cuma mau makan terus pulang , mendingan makan di restoran yang di sebelah atas . tapi kalau memang mau suasana yang lebih berbau tradisional , dicoba saja .",0,paling simpatico makan di restoran nya yang berbentuk saung di samping danau kecil tapi untuk menggunakan tempat ini perlu reservasi dan minimal 6 orang buat cenare harga nya relativamente mahal seperti makan restoran di jakarta kalau kamu cuma mau makan terus andare a casa mendingan makan di restoran yang di sebelah atas tapi kalau memang mau atmosfera yang lebih berbau tradisional dicoba saja,0.9728499054908752,0,[0.8935 0.0081 0.0984],0,[0.7276 0.0226 0.2498],"{'enak': 'simpatico', 'relatif': 'relativamente', 'saung': 'saung', 'suasana': 'atmosfera', 'dining': 'cenare', 'pulang': 'andare a casa'}",0,0,6.16,,,,,,,,
menyesal x ini . kepiting tidak bersih . gurame bau tanah . mesti banyak perbaharui qualitas makanan aneh,2,spiacente x ini kepiting tidak bersih gurame bau tanah mesti banyak perbaharui qualitas makanan strano,0.9560086727142334,2,[0.0017 0.0011 0.9972],2,[0.0088 0.0338 0.9574],"{'aneh': 'strano', 'menyesal': 'spiacente'}",2,2,1.75,,,,,,,,
"renyah nya ikan goreng terasa kriuk banget , pas kongkow sama teman . , habis futsal lapor cari-cari tempat makan bareng yang tidak menghabiskan kantong saku .",0,croccante nya ikan goreng terasa kriuk banget pas kongkow sama teman habis futsal lapor tempat makan bareng yang tidak menghabiskan tasca tasca,0.9640798568725586,0,[0.9972 0.001  0.0018],0,[9.98e-01 9.00e-04 1.10e-03],"{'kantong': 'tasca', 'renyah': 'croccante', 'saku': 'tasca'}",0,0,2.9,,,,,,,,
