text,sentiment,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig
yusri seorang ibu yang tidak tahu diri . sudah tidak punya uang mebel lagi . melihat muka ibu dikaca . sudah dibantu tidak terima kasih . dasar maling .,2,yusri seorang ibu yang tidak tahu diri sudah tidak punya uang mebel lagi melihat muka ibu dikaca sudah dibantu tidak terima kasih asas pencuri,0.9796006083488464,2,[0.0064 0.0026 0.991 ],2,[0.0087 0.0046 0.9867],"{'maling': 'pencuri', 'dasar': 'asas'}",2,2,5.94,,,,,,,,
menemukan bocah-bocah sampai yang komentar di yutub pakai kata-kata kotor begitu . yang mengajarkan siapa dah ? sedih :,2,menemukan sampai yang komentar di yutub pakai kotor begitu yang mengajarkan siapa dah sedih,0.9753766655921936,2,[0.0041 0.0041 0.9919],2,[0.0051 0.0066 0.9883],{'kotor': 'kotor'},2,2,4.94,,,,,,,,
indomaret adalah penjahat anyar dalam dunia perdagangan,2,Indomaret adalah penjahat anyar dalam dunia perdagangan,1.0,2,[0.0088 0.0543 0.9368],2,[0.0108 0.0587 0.9304],{'indomaret': 'Indomaret'},2,2,5.34,,,,,,,,
"malah .. !!! tren si tukang fitnah bicara iman , dasar akun sapi yang takut kehilangan kursi cawapres prabowo makanya busukkan nama ahy dan say",2,malah tren si tukang fitnah bicara iman asas akun sapi yang takut kehilangan kursi cawapres prabowo makanya reput nama ahy dan say,0.973753809928894,2,[0.0097 0.0088 0.9814],2,[0.0088 0.0471 0.9441],"{'dasar': 'asas', 'busukkan': 'reput', 'fitnah': 'fitnah'}",2,2,5.56,,,,,,,,
"tahun 2018 , bri ingin akuisisi 2 bank cilik",1,tahun 2018 bri ingin akuisisi 2 bank sedikit,0.9545039534568788,1,[0.003  0.9919 0.0051],1,[0.0029 0.9902 0.0069],{'cilik': 'sedikit'},1,1,4.75,,,,,,,,
pilihan bakso nya sangat beragam dan kelebihan nya adalah kita bebas memilih jenis dan jumlah bakso yang kita inginkan,0,pilihan bebola daging miliknya sangat beragam dan kelebihan miliknya adalah kita bebas memilih jenis dan jumlah bebola daging yang kita inginkan,0.9191536903381348,0,[9.966e-01 2.500e-03 9.000e-04],0,[0.9084 0.0835 0.0081],"{'bakso': 'bebola daging', 'nya': 'miliknya'}",0,0,5.69,,,,,,,,
"dulu mau modalin , sediakan tempat , dan carikan pembeli . kok sekarang sindir warga zaman now bergantung pada pemerintah . tidak jelas banget .",2,dulu mau modalin sediakan tempat dan carikan pembeli kok sekarang sindir warga zaman now bergantung pada pemerintah tidak jelas sangat,0.991492748260498,2,[0.0061 0.0045 0.9894],2,[0.0059 0.0163 0.9779],"{'banget': 'sangat', 'sindir': 'sindir'}",2,2,5.38,,,,,,,,
"tempa nya sangat memanjakan pengunjung . dengan suasana pedesaan , banyak nya pohon-pohon menambang kesejukan di tempat ini . tapi , pengunjung memang harus siap dengan harga makanan dan minuman yang diperjualbelikan di sini",0,tempa nya sangat memanjakan pengunjung dengan suasana luar bandar banyak nya menambang kesejukan di tempat ini tapi pengunjung memang harus siap dengan harga makanan dan minuman yang diperjualbelikan di sini,0.985950231552124,0,[9.965e-01 9.000e-04 2.600e-03],0,[0.9978 0.001  0.0012],"{'pedesaan': 'luar bandar', 'memanjakan': 'memanjakan'}",0,2,5.81,,,,,,,,
"musnahkan lgbt , gay , homo , dan lesbian dari muka bumi ini . ancaman terbesar untuk umat manusia dibumi . jika dibiarkan manusia akan punah .",2,memusnahkan lgbt gay homo dan lesbian dari muka bumi ini ancaman terbesar untuk orang ramai manusia dibumi jika meninggalkan manusia akan punah,0.9730061292648317,2,[0.0038 0.0051 0.9911],2,[0.0032 0.0171 0.9797],"{'musnahkan': 'memusnahkan', 'dibiarkan': 'meninggalkan', 'umat': 'orang ramai'}",2,2,5.89,,,,,,,,
"banyak pilihan menu khas bakso , bakso rawit dan bakso granat yang pedas , dan sop iga nya mantap , dengan banyak pilihan minuman , yang saya suka adalah rainbow jely",0,banyak pilihan menu khas bakso bakso rawit dan bakso granat yang pedas dan sop iga miliknya mantap dengan banyak pilihan minuman yang saya suka adalah rainbow jely,0.9932292103767396,0,[9.981e-01 1.000e-03 9.000e-04],0,[0.998 0.001 0.001],"{'mantap': 'mantap', 'nya': 'miliknya', 'suka': 'suka'}",0,0,5.79,,,,,,,,
"piring kaleng , gelas kaleng , makanan rumahan , es cincau , dan yang terpenting , cumi masak hitam yang tak terkalahkan oleh rumah makan di mana pun . makan ala prasmanan dengan pilihan nasi merah yang cocok bagi pelaku diet , barisan lauk pauk yang bisa kita pilih semau nya , pilihan sambal dan lalapan yang bisa diambil sebanyak kita mau , dan harga yang sangat ramah kantong .",0,piring kaleng gelas kaleng makanan rumahan es cincau dan yang terpenting cumi masak hitam yang tak dikalahkan oleh rumah makan di mana pun makan ala prasmanan dengan pilihan nasi merah yang sesuai bagi pelaku diet barisan lauk pauk yang bisa kita pilih semau nya pilihan sambal dan sayur segar yang bisa diambil sebanyak kita mau dan harga yang sangat mesra kantong,0.9929397702217102,0,[0.998 0.001 0.001],0,[0.9978 0.0012 0.001 ],"{'ramah': 'mesra', 'harga': 'harga', 'terkalahkan': 'dikalahkan', 'makan': 'makan', 'lalapan': 'sayur segar', 'cocok': 'sesuai', 'barisan': 'barisan'}",0,0,7.87,,,,,,,,
"pertama datang ke sini karena rekomendasi dari medsos . tertarik melihat minuman dengan aromanis diatas nya dan kue cantik lainnya . tempat nya di lantai 3 mayfair building . jangan sampai kelewat ya , karena pertama ke sana cukup kesulitan . begitu masuk ke tempat nya kata yang terlintas adalah manis . mulai dari dekorasi dan konsep yang diterapkan sampai menu makanan nya .",0,pertama datang ke sini karena cadangan dari medsos tertarik melihat minuman dengan aromanis diatas miliknya dan kue cantik lainnya tempat miliknya di lantai 3 mayfair building jangan sampai juga ya karena pertama ke sana cukup kesulitan begitu masuk ke tempat miliknya kata yang terlintas adalah manis mulai dari dekorasi dan konsep yang diterapkan sampai menu makanan miliknya,0.96500825881958,0,[9.978e-01 9.000e-04 1.300e-03],0,[0.9967 0.0013 0.002 ],"{'manis': 'manis', 'kelewat': 'juga', 'cantik': 'cantik', 'nya': 'miliknya', 'rekomendasi': 'cadangan'}",0,2,8.21,,,,,,,,
senang nya pakai kartu,0,senang miliknya pakai kartu,0.8273930549621582,0,[0.9672 0.0154 0.0174],0,[0.9177 0.0371 0.0452],{'nya': 'miliknya'},0,0,4.85,,,,,,,,
trans corp kembali berniat membuka transmart,1,trans corp kembali berniat membuka transmart,1.0,1,[0.006  0.9881 0.0059],1,[0.006  0.9881 0.0059],{'corp': 'corp'},1,1,4.98,,,,,,,,
: kalau subscriber youtube netmediatama mencapai 1 juta .,1,kalau subscriber youtube netmediatama mencapai 1 juta,1.0,1,[0.0148 0.9762 0.009 ],1,[0.035  0.9464 0.0186],{'netmediatama': 'netmediatama'},1,1,4.87,,,,,,,,
gue bingung sama pemerintahan jokowi . banyak orang yang muji dia padahal dia cuma bisa merusak negara kita saja . aneh,2,gue keliru sama pemerintahan jokowi banyak orang yang muji dia padahal dia cuma bisa merusak negara kita saja aneh,0.9897264838218688,2,[0.0069 0.0027 0.9904],2,[0.0101 0.0032 0.9867],{'bingung': 'keliru'},2,2,6.25,,,,,,,,
"kalau melihat desain nya pixel 3 sih biasa saja , tapi iklan nya ini bagus banget sampai bikin barang nya jadi terlihat wah banget",0,kalau melihat desain miliknya pixel 3 sih biasa saja tapi iklan miliknya ini baik banget sampai bikin barang miliknya jadi terlihat wah banget,0.949796497821808,0,[0.9885 0.0039 0.0076],0,[0.9871 0.0038 0.0091],"{'bagus': 'baik', 'nya': 'miliknya'}",0,0,5.65,,,,,,,,
"menu-menu tradisional sunda dengan tempat dan wadah yang unik makanan nya banyak ragam minuman dan makanan khas sunda yang jarang dijumpai di luar , ternyata ada di sini .",0,tradisional sunda dengan tempat dan wadah yang unik makanan miliknya banyak ragam minuman dan makanan khas sunda yang jarang dijumpai di luar ternyata ada di sini,0.987137734889984,0,[0.9964 0.002  0.0016],0,[0.9962 0.0021 0.0017],"{'unik': 'unik', 'nya': 'miliknya'}",0,0,5.46,,,,,,,,
"ampera benhil . pegawai judes , banyak asap rokok , kotor . ini cabang ampera yang paling mengecewakan .",2,ampera benhil pegawai judes banyak asap rokok kotor ini cabang ampera yang paling mengecewakan,1.0,2,[0.0057 0.0025 0.9918],2,[0.0052 0.0043 0.9905],"{'mengecewakan': 'mengecewakan', 'kotor': 'kotor'}",2,2,5.23,,,,,,,,
salut,0,salut,1.0,0,[0.9107 0.0239 0.0654],0,[0.9107 0.0239 0.0654],{'salut': 'tabik hormat'},0,0,7.5,,,,,,,,
"makanan nya enak , porsi nya lumayan banyak , suasana nya juga enak , di tengah nya ada taman dan bergaya zaman dulu , pada waktu datang dikasih roti untuk makanan pembuka",0,makanan nya bagus porsi nya lumayan banyak suasana nya juga bagus di tengah nya ada taman dan bergaya zaman dulu pada waktu datang dikasih roti untuk makanan pembuka,0.9842844009399414,0,[0.998 0.001 0.001],0,[0.998 0.001 0.001],"{'roti': 'roti', 'makanan': 'makanan', 'enak': 'bagus'}",0,2,5.99,,,,,,,,
sangat tidak profesional institusi . hanya membuat kecewa dan sangat tidak rapi anda bermain . kalau mau main rapi jangan ada kotor sedikit pun,2,sangat tidak profesional institusi hanya membuat kecewa dan sangat tidak rapi anda bermain kalau mau main rapi jangan ada kotor sedikit pun,0.9999998807907104,2,[0.023  0.0034 0.9735],2,[0.0463 0.0046 0.9492],{'profesional': 'profesional'},2,2,5.11,,,,,,,,
"sejak jokwi naik jadi presiden , simbol-simbol pki tumbuh subur tanpa henti seolah tak ada pihak yang berdaya memberangus hal tersebut . selaku presiden , omongan gebuk pki tak lebih hanya pembohongan publik",2,sejak jokwi naik jadi presiden pki tumbuh subur tanpa henti seolah tak ada pihak yang Memperkasakan memberangus hal tersebut selaku presiden omongan gebuk pki tak lebih hanya berbohong publik,0.9850080013275146,2,[0.1595 0.0447 0.7958],2,[0.4454 0.0612 0.4935],"{'berdaya': 'Memperkasakan', 'pembohongan': 'berbohong'}",2,2,6.61,,,,,,,,
"demo , inilah permintaan nelayan pamekasan kepada menteri susi",1,demo inilah permintaan nelayan pamekasan kepada menteri susi,0.9999998807907104,1,[0.0025 0.9898 0.0077],1,[0.0033 0.9878 0.0089],{'permintaan': 'permintaan'},1,1,4.94,,,,,,,,
"swiss hormone mengembalikan bentuk brast plus boolat , merapatkan misi v plus wangi sekali smilingfacewithheart - eyes smilingfacewithheart - eyes smilingfacewithheart - eyes .",0,swiss hormone mengembalikan bentuk brast tambah lagi boolat dekat-dekat misi v tambah lagi wangi sekali smilingfacewithheart eyes smilingfacewithheart eyes smilingfacewithheart eyes,0.764441192150116,0,[0.8318 0.1117 0.0565],0,[0.8908 0.0669 0.0423],"{'wangi': 'wangi', 'merapatkan': 'dekat-dekat', 'plus': 'tambah lagi'}",0,0,6.1,,,,,,,,
"resto nya bikin kangen . suasana nya enak terutama live music nya suka ramai begitu atau lagu oma oppa tempo dulu , enak banget , makanan nya juga enak-enak , harga tidak mahal , puas dan sudah ketiga kalinya ke sini",0,resto miliknya bikin kangen suasana miliknya enak terutama live music miliknya suka ramai begitu atau lagu oma oppa tempo dulu enak banget makanan miliknya juga harga tidak mahal berpuas hati dan sudah ketiga masa ke sini,0.9567313194274902,0,[9.98e-01 8.00e-04 1.10e-03],0,[9.977e-01 9.000e-04 1.400e-03],"{'mahal': 'mahal', 'puas': 'berpuas hati', 'tempo': 'tempo', 'nya': 'miliknya', 'kalinya': 'masa'}",0,0,7.28,,,,,,,,
sudah satu bulan ini dia magang di google indonesia .,1,sudah satu bulan ini dia perantisan di google indonesia,0.9841690063476562,1,[0.0062 0.9822 0.0116],1,[0.0152 0.9652 0.0196],{'magang': 'perantisan'},2,1,5.0,,,,,,,,
"makan mi di sini bikin ketagihan , mienyabeda dengan tempat makan mi yang lain . yang paling gila pedes nya , tidak berani pakai sambal lagi tidak kuat pedas .",0,"makan mi di sini bikin ketagihan , mienyabeda dengan tempat makan mi yang lain . yang paling gila pedes nya , tidak berani pakai sambal lagi tidak kuat pedas .",1.0,2,[0.3672 0.0044 0.6284],2,[0.3672 0.0044 0.6284],,2,2,0.02,,,,,,,,
"kemarin saya ke gym yang di daerah kalibata . awal nya mau work out biar bisa membakar lemak . eh di luar ekspektasi , tempat nya ternyata tidak nyaman .",2,kemarin saya ke gym yang di daerah kalibata awal miliknya mau work out biar bisa membakar lemak eh di luar ekspektasi tempat miliknya ternyata tidak nyaman,0.9657944440841676,2,[0.0416 0.0082 0.9502],2,[0.0297 0.0113 0.9589],"{'nya': 'miliknya', 'eh': 'eh'}",2,2,5.71,,,,,,,,
"menu warkop , tempat gaul . paling enak ke sini pagi hari masih sepi . kalau siang - malam ramai bingitzzxz . cocok untuk anak baru besar atau remaja . buat bincang bisnis tidak cocok tetlalu ramai . kopi nya gayo arabica mantap , sayang tidak ada manual brew . semuanya pakai expresso mesin . buat kawula muda cocoklah",0,menu warkop tempat gaul paling enak ke sini pagi hari masih sepi kalau siang malam ramai bingitzzxz sesuai untuk anak baru besar atau remaja buat bercakap bisnis tidak sesuai tetlalu ramai kopi nya gayo arabica mantap sayang tidak ada manual brew semuanya pakai ekspreso mesin buat saya muda perlawanan,0.9763298034667968,0,[0.9738 0.001  0.0252],0,[0.8145 0.0028 0.1827],"{'cocoklah': 'perlawanan', 'muda': 'muda', 'kawula': 'saya', 'cocok': 'sesuai', 'expresso': 'ekspreso', 'bincang': 'bercakap'}",0,2,10.42,,,,,,,,
"resto ini desain interior nya cukup menawan . penataan nya cukup serasi . layanan nya cukup baik dan cepat saji . tersedia berbagai menu seperti ayam goreng , bubur ayam , cheeseburger , egg burger , fish fillet burger dan sebagai nya . ayam goreng rasanya gurih , renyah dan nikmat . bubur ayam nya terasa sangat nikmat . cheeseburger sangat terasa rasa keju nya . rata-rata masakan nya nikmat .",0,resto ini desain interior miliknya cukup menawan penataan miliknya cukup serasi layanan miliknya cukup baik dan cepat saji tersedia berbagai menu seperti ayam goreng bubur ayam cheeseburger egg burger ikan fillet burger dan sebagai miliknya ayam goreng rasanya gurih renyah dan nikmat bubur ayam miliknya terasa sangat nikmat cheeseburger sangat terasa rasa keju miliknya Masak miliknya nikmat,0.9175564050674438,0,[9.982e-01 9.000e-04 9.000e-04],0,[0.9977 0.001  0.0013],"{'masakan': 'Masak', 'keju': 'keju', 'bubur': 'bubur', 'nya': 'miliknya', 'fillet': 'fillet', 'goreng': 'goreng', 'fish': 'ikan'}",0,2,9.66,,,,,,,,
"menu bubur untuk sarapan pagi favorit semua orang . porsi cukup , tidak terlalu besar , tidak terlalu sedikit . bubur ayam lokal yang cukup untuk mengganjal perut di pagi hari .",0,menu bubur untuk sarapan pagi kegemaran semua orang porsi cukup tidak terlalu besar tidak terlalu sedikit bubur ayam lokal yang cukup untuk mengganjal perut di pagi hari,0.9891678094863892,0,[0.9973 0.001  0.0017],0,[0.9959 0.0022 0.0019],"{'favorit': 'kegemaran', 'orang': 'orang'}",0,2,5.74,,,,,,,,
"makanan nya semuanya enak banget , favorit nya nachos dan salad 90 gourmet , sushi nya juga enak , suasana nya nyaman untuk berdua atau kumpul keluarga , selalu jadi pilihan kalau lagi ingin makanan jepang atau korea .",0,makanan nya semuanya enak banget favorit nya nachos dan salad 90 gourmet sushi nya juga enak suasana nya nyaman untuk berdua atau kumpul keluarga selalu jadi pilihan kalau lagi ingin makanan Jepun atau korea,0.9977403879165648,0,[9.981e-01 9.000e-04 1.100e-03],0,[9.981e-01 9.000e-04 1.000e-03],"{'makanan': 'makanan', 'nachos': 'nachos', 'jepang': 'Jepun'}",0,2,6.72,,,,,,,,
betul . cebong-cebong pada bodoh semua maka dari itu bisa kalahkan prabowo dan bisa usir itu si anjing rizieq shihab,2,betul pada bodoh semua maka dari itu bisa kalahkan prabowo dan bisa usir itu si anjing rizieq shihab,0.9944180250167848,2,[0.008  0.0047 0.9873],2,[0.0086 0.0052 0.9862],{'bodoh': 'bodoh'},2,2,5.43,,,,,,,,
mulai bosan nih sama pekerjaan yang sekarang,2,mulai bosan di sini sama pekerjaan yang sekarang,0.9426044225692748,2,[0.0139 0.008  0.9782],2,[0.0088 0.0085 0.9827],{'nih': 'di sini'},2,2,5.15,,,,,,,,
tidak pernah kapok dan terus berlangganan sama pengiriman jne soal nya cepat sampai nya,0,tidak pernah kapok dan terus berlangganan sama pengiriman jne soal nya cepat sampai nya,1.0,0,[0.9949 0.0029 0.0022],0,[0.9949 0.0029 0.0022],{'cepat': 'cepat'},0,0,5.76,,,,,,,,
"bagus tempat , bagus harga , bagus rasa . ditambah live musik jadi ingin bawa doi ke sini , sayang waktu itu ngumpul nya sama teman-teman kantor , semoga lain waktu bisa datang lagi ke tjendana bistro .",0,baik tempat baik harga baik rasa tambah live musik jadi ingin bawa doi ke sini sayang waktu itu ngumpul nya sama kantor semoga lain waktu bisa datang lagi ke tjendana bistro,0.9625710844993592,0,[0.9963 0.0016 0.0021],0,[0.9956 0.002  0.0024],"{'harga': 'harga', 'ditambah': 'tambah', 'bagus': 'baik'}",0,2,6.21,,,,,,,,
makanan yang terkenal di sini adalah kepiting . kami jarang makan di tempat karena terkendala parkir . kita harus parkir di seberang jalan dan jalan nya adalah jalan besar dengan kendaraan yang terus berlalu lalang . karena itu biasanya saya dan keluarga lebih senang untuk pengiriman .,0,makanan yang terkenal di sini adalah kepiting kami jarang makan di tempat karena terkendala parkir kita harus parkir di seberang jalan dan jalan nya adalah jalan besar dengan kendaraan yang terus berlalu lalang karena itu biasanya saya dan keluarga lebih suka untuk pengiriman,0.9948312044143676,0,[0.985  0.0016 0.0134],0,[0.9908 0.0016 0.0075],"{'keluarga': 'keluarga', 'terkenal': 'terkenal', 'senang': 'suka'}",0,2,6.34,,,,,,,,
saya tidak suka ayam . saya lindas ayam itu,2,saya tidak suka ayam saya lindas ayam itu,1.0,2,[0.0319 0.0061 0.962 ],2,[0.0455 0.007  0.9475],{'suka': 'suka'},2,2,4.86,,,,,,,,
sepertinya ingin sekali marah sama indosat ini .,2,sepertinya ingin sekali marah sama indosat ini,1.0,2,[0.0031 0.0037 0.9932],2,[0.005  0.0031 0.9919],{'marah': 'marah'},2,2,4.9,,,,,,,,
"nama nya yang membuat saya tergelitik untuk mampir dan makan , kemudian menanyakan kepada staf mereka , kenapa nama nya sapu lidi ? tidak ada yang bisa menjawab dan baru terjawab ketika pemilik nya diwawancara disebuah stasiun televisi . sapu lidi idebtik dengan rakkyat , dengan desa / kampung . tempat ini di desain cukup unik menurut saya seunik pemilik nya juga",0,nama miliknya yang membuat saya tergelitik untuk mampir dan makan kemudian menanyakan kepada staf mereka kenapa nama miliknya sapu lidi tidak ada yang bisa menjawab dan baru terjawab ketika pemilik miliknya diwawancara disebuah stasiun televisi sapu lidi idebtik dengan rakkyat dengan desa kampung tempat ini di reka bentuk cukup unik menurut saya sebagai unik pemilik miliknya juga,0.9733467698097228,0,[0.9848 0.002  0.0132],0,[0.9874 0.0044 0.0081],"{'unik': 'unik', 'seunik': 'sebagai unik', 'kampung': 'kampung', 'desain': 'reka bentuk', 'nya': 'miliknya'}",0,2,7.66,,,,,,,,
"kecewa sama barista yang literally menambahkan additional tanpa bilang ada biaya nya . maksud gue , kalau harga akhir produk akan berubah wajar nya dikasih tahu sebelum dia input tidak sih ? apalagi sama new pelanggan",2,kecewa sama barista yang literally menambahkan additional tanpa bilang ada biaya nya maksud gue kalau harga akhir produk akan berubah wajar nya diberi tahu sebelum dia input tidak sih apalagi sama new pelanggan,0.9966886043548584,2,[0.0177 0.0089 0.9734],2,[0.0206 0.0221 0.9572],"{'kecewa': 'kecewa', 'harga': 'harga', 'dikasih': 'diberi'}",2,2,5.98,,,,,,,,
"paling enak makan di restoran nya yang berbentuk saung di samping danau kecil . tapi untuk menggunakan tempat ini perlu reservasi , dan minimal 6 orang buat dining . harga nya relatif mahal , seperti makan restoran di jakarta . kalau kamu cuma mau makan terus pulang , mendingan makan di restoran yang di sebelah atas . tapi kalau memang mau suasana yang lebih berbau tradisional , dicoba saja .",0,paling bagus makan di restoran miliknya yang berbentuk saung di samping danau kecil tapi untuk menggunakan tempat ini perlu reservasi dan minimal 6 orang buat dining harga miliknya relatif mahal seperti makan restoran di jakarta kalau kamu cuma mau makan terus balik rumah boleh dilalui makan di restoran yang di sebelah atas tapi kalau memang mau suasana yang lebih berbau tradisional cubalah saja,0.98869788646698,0,[0.9298 0.0022 0.0681],0,[0.979 0.002 0.019],"{'enak': 'bagus', 'pulang': 'balik rumah', 'dicoba': 'cubalah', 'berbau': 'berbau', 'mendingan': 'boleh dilalui', 'nya': 'miliknya'}",0,2,8.35,,,,,,,,
menyesal x ini . kepiting tidak bersih . gurame bau tanah . mesti banyak perbaharui qualitas makanan aneh,2,penyesalan x ini kepiting tidak bersih gurame bau tanah mesti banyak perbaharui qualitas makanan aneh,0.9783358573913574,2,[0.0112 0.0031 0.9857],2,[0.0201 0.0123 0.9677],"{'menyesal': 'penyesalan', 'bersih': 'bersih'}",2,2,5.32,,,,,,,,
"renyah nya ikan goreng terasa kriuk banget , pas kongkow sama teman . , habis futsal lapor cari-cari tempat makan bareng yang tidak menghabiskan kantong saku .",0,rangup nya ikan goreng terasa kriuk sangat pas kongkow sama teman habis futsal lapor tempat makan bareng yang tidak menghabiskan kantong saku,0.9743698835372924,0,[0.9968 0.0011 0.002 ],0,[0.9978 0.001  0.0012],"{'banget': 'sangat', 'renyah': 'rangup', 'goreng': 'goreng'}",0,2,5.78,,,,,,,,
