text,sentiment,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig
yusri seorang ibu yang tidak tahu diri . sudah tidak punya uang mebel lagi . melihat muka ibu dikaca . sudah dibantu tidak terima kasih . dasar maling .,2,yusri seorang ibu yang tidak tahu diri sudah tidak punya uang mebel lagi melihat muka ibu dikaca sudah dibantu tidak terima kasih base ladro,0.9812797904014589,2,[1.100e-03 3.000e-04 9.986e-01],2,[1.40e-03 6.00e-04 9.98e-01],"{'dasar': 'base', 'maling': 'ladro'}",2,2,6.71,,,,,,,,
menemukan bocah-bocah sampai yang komentar di yutub pakai kata-kata kotor begitu . yang mengajarkan siapa dah ? sedih :,2,menemukan sampai yang komentar di yutub pakai kotor begitu yang mengajarkan siapa dah triste,0.9508881568908693,2,[6.000e-04 5.200e-03 9.942e-01],2,[9.000e-04 2.500e-03 9.967e-01],{'sedih': 'triste'},2,2,5.68,,,,,,,,
indomaret adalah penjahat anyar dalam dunia perdagangan,2,indomaret adalah penjahat anyar dalam mondo perdagangan,0.8361669778823853,2,[0.0029 0.0192 0.978 ],2,[0.0152 0.0544 0.9304],{'dunia': 'mondo'},2,2,5.64,,,,,,,,
"malah .. !!! tren si tukang fitnah bicara iman , dasar akun sapi yang takut kehilangan kursi cawapres prabowo makanya busukkan nama ahy dan say",2,malah tren si tukang fitnah bicara iman base akun mucca yang takut kehilangan kursi cawapres prabowo makanya marcire nama ahy dan say,0.9592735171318054,2,[7.00e-04 1.30e-03 9.98e-01],2,[0.0039 0.0701 0.926 ],"{'busukkan': 'marcire', 'sapi': 'mucca', 'dasar': 'base'}",2,2,6.39,,,,,,,,
"tahun 2018 , bri ingin akuisisi 2 bank cilik",1,tahun 2018 bri ingin akuisisi 2 bank cilik,1.0,1,[0.0241 0.9651 0.0108],1,[0.0454 0.9392 0.0155],{'bri': 'bri'},1,1,5.44,,,,,,,,
pilihan bakso nya sangat beragam dan kelebihan nya adalah kita bebas memilih jenis dan jumlah bakso yang kita inginkan,0,pilihan polpetta la sua sangat beragam dan kelebihan la sua adalah kita bebas memilih jenis dan jumlah polpetta yang kita inginkan,0.8790220022201538,0,[9.982e-01 1.600e-03 2.000e-04],0,[9.945e-01 5.000e-03 4.000e-04],"{'nya': 'la sua', 'bakso': 'polpetta'}",0,0,6.39,,,,,,,,
"dulu mau modalin , sediakan tempat , dan carikan pembeli . kok sekarang sindir warga zaman now bergantung pada pemerintah . tidak jelas banget .",2,dulu mau modalin sediakan tempat dan carikan pembeli kok sekarang sindir warga zaman now bergantung pada governo tidak jelas molto,0.972438097000122,2,[8.000e-04 3.000e-04 9.989e-01],2,[0.0061 0.0505 0.9434],"{'banget': 'molto', 'pemerintah': 'governo'}",2,2,6.2,,,,,,,,
"tempa nya sangat memanjakan pengunjung . dengan suasana pedesaan , banyak nya pohon-pohon menambang kesejukan di tempat ini . tapi , pengunjung memang harus siap dengan harga makanan dan minuman yang diperjualbelikan di sini",0,tempa la sua sangat coccolare pengunjung dengan suasana pedesaan banyak la sua menambang kesejukan di tempat ini tapi pengunjung memang harus siap dengan harga makanan dan minuman yang diperjualbelikan di sini,0.9439626932144164,0,[0.9965 0.0012 0.0023],0,[0.9958 0.0023 0.0019],"{'memanjakan': 'coccolare', 'nya': 'la sua'}",0,0,8.36,,,,,,,,
"musnahkan lgbt , gay , homo , dan lesbian dari muka bumi ini . ancaman terbesar untuk umat manusia dibumi . jika dibiarkan manusia akan punah .",2,distruggere lgbt gay homo dan lesbian dari muka bumi ini minaccia terbesar untuk umat manusia dibumi jika dibiarkan manusia akan punah,0.9884575605392456,2,[8.000e-04 1.000e-03 9.982e-01],2,[9.000e-04 4.300e-03 9.948e-01],"{'musnahkan': 'distruggere', 'gay': 'gay', 'ancaman': 'minaccia'}",2,2,6.57,,,,,,,,
"banyak pilihan menu khas bakso , bakso rawit dan bakso granat yang pedas , dan sop iga nya mantap , dengan banyak pilihan minuman , yang saya suka adalah rainbow jely",0,banyak pilihan menu khas bakso bakso rawit dan bakso granat yang pedas dan sop iga nya costante dengan banyak pilihan minuman yang saya piace adalah rainbow gelatina,0.9734959602355956,0,[9.995e-01 4.000e-04 2.000e-04],0,[9.984e-01 1.300e-03 3.000e-04],"{'jely': 'gelatina', 'suka': 'piace', 'mantap': 'costante'}",0,0,6.73,,,,,,,,
"piring kaleng , gelas kaleng , makanan rumahan , es cincau , dan yang terpenting , cumi masak hitam yang tak terkalahkan oleh rumah makan di mana pun . makan ala prasmanan dengan pilihan nasi merah yang cocok bagi pelaku diet , barisan lauk pauk yang bisa kita pilih semau nya , pilihan sambal dan lalapan yang bisa diambil sebanyak kita mau , dan harga yang sangat ramah kantong .",0,piring kaleng gelas kaleng makanan rumahan Ghiaccio cincau dan yang terpenting calamaro masak Nero yang tak sconfitto oleh rumah mangiare di mana pun mangiare ala prasmanan dengan pilihan nasi merah yang cocok bagi pelaku diet barisan lauk pauk yang bisa kita pilih semau nya pilihan sambal dan lalapan yang bisa diambil sebanyak kita mau dan prezzo yang sangat ramah tasca,0.970876693725586,0,[9.994e-01 5.000e-04 2.000e-04],0,[0.9963 0.0014 0.0024],"{'kantong': 'tasca', 'terkalahkan': 'sconfitto', 'harga': 'prezzo', 'makan': 'mangiare', 'hitam': 'Nero', 'cumi': 'calamaro', 'es': 'Ghiaccio'}",0,0,12.42,,,,,,,,
"pertama datang ke sini karena rekomendasi dari medsos . tertarik melihat minuman dengan aromanis diatas nya dan kue cantik lainnya . tempat nya di lantai 3 mayfair building . jangan sampai kelewat ya , karena pertama ke sana cukup kesulitan . begitu masuk ke tempat nya kata yang terlintas adalah manis . mulai dari dekorasi dan konsep yang diterapkan sampai menu makanan nya .",0,pertama datang ke sini karena raccomandazione dari medsos tertarik melihat minuman dengan aromanis diatas la sua dan kue Bellissima lainnya tempat la sua di lantai 3 mayfair building jangan sampai kelewat ya karena pertama ke sana cukup kesulitan begitu masuk ke tempat la sua kata yang terlintas adalah manis mulai dari dekorasi dan bozza yang diterapkan sampai menu makanan la sua,0.921036958694458,0,[0.9952 0.0014 0.0033],0,[0.9949 0.003  0.0021],"{'nya': 'la sua', 'cantik': 'Bellissima', 'konsep': 'bozza', 'mayfair': 'mayfair', 'rekomendasi': 'raccomandazione'}",0,2,11.69,,,,,,,,
senang nya pakai kartu,0,senang nya pakai carta,0.728934645652771,0,[0.9864 0.0089 0.0047],0,[0.8639 0.1162 0.02  ],{'kartu': 'carta'},0,0,5.37,,,,,,,,
trans corp kembali berniat membuka transmart,1,trans corp kembali berniat membuka trasporto,0.9035868644714355,1,[0.0057 0.9925 0.0018],1,[0.0085 0.9887 0.0028],{'transmart': 'trasporto'},1,1,5.32,,,,,,,,
: kalau subscriber youtube netmediatama mencapai 1 juta .,1,kalau subscriber youtube netmediatama mencapai 1 juta,1.0,1,[0.0049 0.9941 0.001 ],1,[0.0186 0.9776 0.0038],{'netmediatama': 'netmediatama'},1,1,6.01,,,,,,,,
gue bingung sama pemerintahan jokowi . banyak orang yang muji dia padahal dia cuma bisa merusak negara kita saja . aneh,2,gue bingung sama pemerintahan jokowi banyak orang yang muji dia padahal dia cuma bisa merusak negara kita saja strano,0.9912689924240112,2,[1.100e-03 2.000e-04 9.987e-01],2,[1.300e-03 3.000e-04 9.984e-01],{'aneh': 'strano'},2,2,7.1,,,,,,,,
"kalau melihat desain nya pixel 3 sih biasa saja , tapi iklan nya ini bagus banget sampai bikin barang nya jadi terlihat wah banget",0,kalau melihat desain nya pixel 3 sih biasa saja tapi iklan nya ini Buona molto sampai bikin barang nya jadi terlihat wah molto,0.9497579336166382,0,[0.9895 0.0019 0.0086],0,[0.9911 0.0023 0.0066],"{'banget': 'molto', 'bagus': 'Buona'}",0,0,6.6,,,,,,,,
"menu-menu tradisional sunda dengan tempat dan wadah yang unik makanan nya banyak ragam minuman dan makanan khas sunda yang jarang dijumpai di luar , ternyata ada di sini .",0,tradisional sunda dengan tempat dan wadah yang unik cibo la sua banyak ragam minuman dan cibo khas sunda yang jarang dijumpai di luar ternyata ada di sini,0.9697840213775636,0,[9.988e-01 1.000e-03 2.000e-04],0,[9.964e-01 3.100e-03 5.000e-04],"{'makanan': 'cibo', 'nya': 'la sua'}",0,0,7.8,,,,,,,,
"ampera benhil . pegawai judes , banyak asap rokok , kotor . ini cabang ampera yang paling mengecewakan .",2,ampere benhil pegawai judes banyak asap rokok kotor ini cabang ampere yang paling deludente,0.8245275020599365,2,[1.000e-03 4.000e-04 9.986e-01],2,[0.0017 0.0013 0.997 ],"{'mengecewakan': 'deludente', 'ampera': 'ampere'}",2,2,6.23,,,,,,,,
salut,0,salut,1.0,0,[0.979  0.0092 0.0119],0,[0.979  0.0092 0.0119],{'salut': 'saluto'},0,0,8.14,,,,,,,,
"makanan nya enak , porsi nya lumayan banyak , suasana nya juga enak , di tengah nya ada taman dan bergaya zaman dulu , pada waktu datang dikasih roti untuk makanan pembuka",0,cibo nya enak porsi nya lumayan banyak suasana nya juga enak di tengah nya ada taman dan bergaya zaman dulu pada waktu datang dato roti untuk cibo apriscatole,0.9761964082717896,0,[9.993e-01 5.000e-04 2.000e-04],0,[9.99e-01 7.00e-04 3.00e-04],"{'pembuka': 'apriscatole', 'makanan': 'cibo', 'dikasih': 'dato'}",0,0,6.99,,,,,,,,
sangat tidak profesional institusi . hanya membuat kecewa dan sangat tidak rapi anda bermain . kalau mau main rapi jangan ada kotor sedikit pun,2,sangat tidak professionale institusi hanya membuat kecewa dan sangat tidak rapi anda bermain kalau mau main rapi jangan ada kotor sedikit pun,0.9892146587371826,2,[6.200e-03 4.000e-04 9.934e-01],2,[9.000e-03 6.000e-04 9.904e-01],{'profesional': 'professionale'},2,2,7.6,,,,,,,,
"sejak jokwi naik jadi presiden , simbol-simbol pki tumbuh subur tanpa henti seolah tak ada pihak yang berdaya memberangus hal tersebut . selaku presiden , omongan gebuk pki tak lebih hanya pembohongan publik",2,sejak jokwi naik jadi presiden pki tumbuh subur tanpa henti seolah tak ada pihak yang berdaya memberangus hal tersebut selaku presiden omongan gebuk pki tak lebih hanya pembohongan pubblico,0.9886151552200316,2,[0.0015 0.0017 0.9968],2,[0.0032 0.0026 0.9942],"{'publik': 'pubblico', 'pki': 'pki'}",2,2,7.45,,,,,,,,
"demo , inilah permintaan nelayan pamekasan kepada menteri susi",1,demo inilah richiesta nelayan pamekasan kepada menteri susi,0.9413371086120604,1,[7.000e-04 9.981e-01 1.200e-03],1,[0.0039 0.9925 0.0036],{'permintaan': 'richiesta'},1,1,5.49,,,,,,,,
"swiss hormone mengembalikan bentuk brast plus boolat , merapatkan misi v plus wangi sekali smilingfacewithheart - eyes smilingfacewithheart - eyes smilingfacewithheart - eyes .",0,swiss hormone mengembalikan bentuk brast più boolat merapatkan misi v più fragrante sekali sorridentefacewithheart eyes sorridentefacewithheart eyes sorridentefacewithheart eyes,0.7697193622589111,0,[0.9572 0.0409 0.0019],0,[0.7317 0.2546 0.0137],"{'wangi': 'fragrante', 'plus': 'più', 'smilingfacewithheart': 'sorridentefacewithheart'}",0,0,8.61,,,,,,,,
"resto nya bikin kangen . suasana nya enak terutama live music nya suka ramai begitu atau lagu oma oppa tempo dulu , enak banget , makanan nya juga enak-enak , harga tidak mahal , puas dan sudah ketiga kalinya ke sini",0,resto nya bikin kangen suasana nya enak terutama live musica nya piace affollato begitu atau lagu oma WL tempo dulu enak banget makanan nya juga harga tidak mahal puas dan sudah ketiga kalinya ke sini,0.9633196592330932,0,[9.994e-01 3.000e-04 3.000e-04],0,[9.994e-01 3.000e-04 3.000e-04],"{'oppa': 'WL', 'tempo': 'tempo', 'ramai': 'affollato', 'suka': 'piace', 'music': 'musica'}",0,0,8.36,,,,,,,,
sudah satu bulan ini dia magang di google indonesia .,1,sudah satu bulan ini dia magang di google Indonesia,1.0,1,[0.0015 0.9934 0.0051],1,[0.0026 0.977  0.0203],{'indonesia': 'Indonesia'},1,1,5.65,,,,,,,,
"makan mi di sini bikin ketagihan , mienyabeda dengan tempat makan mi yang lain . yang paling gila pedes nya , tidak berani pakai sambal lagi tidak kuat pedas .",0,makan tagliatelle di sini Fare ketagihan mienyabeda dengan tempat makan tagliatelle yang lain yang paling gila pedes nya tidak berani pakai sambal lagi tidak kuat piccante,0.9639307260513306,0,[0.937  0.0014 0.0616],0,[0.7328 0.0023 0.2649],"{'bikin': 'Fare', 'pedas': 'piccante', 'mi': 'tagliatelle'}",0,0,7.18,,,,,,,,
"kemarin saya ke gym yang di daerah kalibata . awal nya mau work out biar bisa membakar lemak . eh di luar ekspektasi , tempat nya ternyata tidak nyaman .",2,kemarin saya ke gym yang di daerah kalibata awal la sua mau work out biar bisa membakar lemak eh di luar aspettativa tempat la sua ternyata tidak nyaman,0.9355975389480592,2,[0.0035 0.0114 0.9851],2,[0.0209 0.4118 0.5673],"{'nya': 'la sua', 'ekspektasi': 'aspettativa'}",2,2,7.89,,,,,,,,
"menu warkop , tempat gaul . paling enak ke sini pagi hari masih sepi . kalau siang - malam ramai bingitzzxz . cocok untuk anak baru besar atau remaja . buat bincang bisnis tidak cocok tetlalu ramai . kopi nya gayo arabica mantap , sayang tidak ada manual brew . semuanya pakai expresso mesin . buat kawula muda cocoklah",0,menu warkop tempat gaul paling Bello ke sini pagi hari masih sepi kalau siang malam ramai bingitzzxz adatto untuk anak baru besar atau adolescente buat parlare bisnis tidak adatto tetlalu ramai kopi nya gayo arabica mantap sayang tidak ada manual brew semuanya pakai expresso mesin buat kawula muda incontro,0.9751768112182616,0,[9.978e-01 3.000e-04 1.900e-03],0,[9.961e-01 9.000e-04 3.000e-03],"{'cocoklah': 'incontro', 'cocok': 'adatto', 'bincang': 'parlare', 'bingitzzxz': 'bingitzzxz', 'remaja': 'adolescente', 'enak': 'Bello'}",0,0,9.12,,,,,,,,
"resto ini desain interior nya cukup menawan . penataan nya cukup serasi . layanan nya cukup baik dan cepat saji . tersedia berbagai menu seperti ayam goreng , bubur ayam , cheeseburger , egg burger , fish fillet burger dan sebagai nya . ayam goreng rasanya gurih , renyah dan nikmat . bubur ayam nya terasa sangat nikmat . cheeseburger sangat terasa rasa keju nya . rata-rata masakan nya nikmat .",0,resto ini desain interior la sua cukup menawan penataan la sua cukup serasi layanan la sua cukup baik dan cepat saji tersedia berbagai menù seperti ayam goreng porridge ayam cheeseburger egg burger fish fillet burger dan sebagai la sua ayam goreng rasanya gurih renyah dan godimento porridge ayam la sua terasa sangat godimento cheeseburger sangat terasa rasa formaggio la sua cucinare la sua godimento,0.7995883822441101,0,[9.995e-01 2.000e-04 3.000e-04],0,[9.985e-01 1.000e-03 5.000e-04],"{'nikmat': 'godimento', 'masakan': 'cucinare', 'keju': 'formaggio', 'menu': 'menù', 'bubur': 'porridge', 'nya': 'la sua', 'cheeseburger': 'cheeseburger'}",0,0,14.67,,,,,,,,
"menu bubur untuk sarapan pagi favorit semua orang . porsi cukup , tidak terlalu besar , tidak terlalu sedikit . bubur ayam lokal yang cukup untuk mengganjal perut di pagi hari .",0,menu bubur untuk sarapan pagi preferito semua orang porzione cukup tidak terlalu besar tidak terlalu sedikit bubur ayam lokal yang cukup untuk mengganjal perut di pagi hari,0.9824545383453368,0,[9.988e-01 7.000e-04 5.000e-04],0,[0.9262 0.038  0.0358],"{'favorit': 'preferito', 'porsi': 'porzione'}",0,0,6.64,,,,,,,,
"makanan nya semuanya enak banget , favorit nya nachos dan salad 90 gourmet , sushi nya juga enak , suasana nya nyaman untuk berdua atau kumpul keluarga , selalu jadi pilihan kalau lagi ingin makanan jepang atau korea .",0,cibo nya semuanya Bello banget favorit nya nachos dan salad 90 gourmet sushi nya juga Bello suasana nya nyaman untuk berdua atau kumpul famiglia selalu jadi scelta kalau lagi ingin cibo jepang atau korea,0.9536241292953492,0,[9.997e-01 2.000e-04 1.000e-04],0,[9.995e-01 3.000e-04 2.000e-04],"{'enak': 'Bello', 'makanan': 'cibo', 'keluarga': 'famiglia', 'pilihan': 'scelta'}",0,0,7.86,,,,,,,,
betul . cebong-cebong pada bodoh semua maka dari itu bisa kalahkan prabowo dan bisa usir itu si anjing rizieq shihab,2,betul pada bodoh semua maka dari itu bisa kalahkan prabowo dan bisa usir itu si anjing rizieq shihab,0.9944180250167848,2,[1.400e-03 6.000e-04 9.981e-01],2,[1.40e-03 6.00e-04 9.98e-01],{'shihab': 'shihab'},2,2,6.01,,,,,,,,
mulai bosan nih sama pekerjaan yang sekarang,2,mulai annoiato nih sama pekerjaan yang sekarang,0.9686237573623656,2,[4.700e-03 9.000e-04 9.944e-01],0,[0.4992 0.2947 0.2062],{'bosan': 'annoiato'},2,2,5.29,,,,,,,,
tidak pernah kapok dan terus berlangganan sama pengiriman jne soal nya cepat sampai nya,0,tidak pernah kapok dan terus berlangganan sama pengiriman jne soal la sua cepat sampai la sua,0.9191493988037108,0,[9.979e-01 7.000e-04 1.400e-03],0,[0.9956 0.0019 0.0025],{'nya': 'la sua'},0,0,6.8,,,,,,,,
"bagus tempat , bagus harga , bagus rasa . ditambah live musik jadi ingin bawa doi ke sini , sayang waktu itu ngumpul nya sama teman-teman kantor , semoga lain waktu bisa datang lagi ke tjendana bistro .",0,Buona tempat Buona harga Buona rasa ditambah live musik jadi ingin bawa doi ke sini sayang waktu itu raduno nya sama kantor semoga lain waktu bisa datang lagi ke tjendana bistro,0.9401715993881226,0,[9.99e-01 5.00e-04 5.00e-04],0,[0.9966 0.0024 0.001 ],"{'bistro': 'bistro', 'bagus': 'Buona', 'ngumpul': 'raduno'}",0,0,8.42,,,,,,,,
makanan yang terkenal di sini adalah kepiting . kami jarang makan di tempat karena terkendala parkir . kita harus parkir di seberang jalan dan jalan nya adalah jalan besar dengan kendaraan yang terus berlalu lalang . karena itu biasanya saya dan keluarga lebih senang untuk pengiriman .,0,makanan yang terkenal di sini adalah kepiting kami raramente makan di tempat karena terkendala parkir kita harus parkir di seberang jalan dan jalan la sua adalah jalan besar dengan kendaraan yang terus berlalu lalang karena itu biasanya saya dan keluarga lebih piace untuk pengiriman,0.980743646621704,0,[0.9758 0.0087 0.0155],0,[0.9136 0.0459 0.0405],"{'senang': 'piace', 'jarang': 'raramente', 'nya': 'la sua'}",0,2,8.16,,,,,,,,
saya tidak suka ayam . saya lindas ayam itu,2,saya tidak piace ayam saya lindas ayam itu,0.9596611261367798,2,[7.000e-04 1.600e-03 9.977e-01],2,[0.0191 0.0877 0.8932],{'suka': 'piace'},2,2,5.72,,,,,,,,
sepertinya ingin sekali marah sama indosat ini .,2,sepertinya ingin sekali arrabbiato sama indosat ini,0.9660773277282716,2,[9.000e-04 9.000e-04 9.982e-01],2,[0.0047 0.0039 0.9914],{'marah': 'arrabbiato'},2,2,5.53,,,,,,,,
"nama nya yang membuat saya tergelitik untuk mampir dan makan , kemudian menanyakan kepada staf mereka , kenapa nama nya sapu lidi ? tidak ada yang bisa menjawab dan baru terjawab ketika pemilik nya diwawancara disebuah stasiun televisi . sapu lidi idebtik dengan rakkyat , dengan desa / kampung . tempat ini di desain cukup unik menurut saya seunik pemilik nya juga",0,nome nya yang membuat saya tergelitik untuk mampir dan makan kemudian menanyakan kepada staf mereka kenapa nome nya sapu lidi tidak ada yang bisa menjawab dan baru terjawab ketika proprietario nya diwawancara disebuah stasiun televisione sapu lidi idebtico dengan rakkyat dengan desa kampung tempat ini di desain cukup unik menurut saya come unico proprietario nya juga,0.9564094543457032,0,[0.9719 0.0032 0.0249],0,[0.9968 0.0018 0.0014],"{'seunik': 'come unico', 'idebtik': 'idebtico', 'televisi': 'televisione', 'nama': 'nome', 'pemilik': 'proprietario'}",0,0,9.39,,,,,,,,
"kecewa sama barista yang literally menambahkan additional tanpa bilang ada biaya nya . maksud gue , kalau harga akhir produk akan berubah wajar nya dikasih tahu sebelum dia input tidak sih ? apalagi sama new pelanggan",2,deluso sama barista yang literally menambahkan additional tanpa bilang ada biaya nya significato gue kalau harga akhir produk akan berubah wajar nya dikasih tahu sebelum dia input tidak sih apalagi sama new cliente,0.9739928245544434,2,[1.200e-03 4.000e-04 9.984e-01],2,[0.0962 0.0077 0.8961],"{'kecewa': 'deluso', 'pelanggan': 'cliente', 'maksud': 'significato'}",2,2,7.31,,,,,,,,
"paling enak makan di restoran nya yang berbentuk saung di samping danau kecil . tapi untuk menggunakan tempat ini perlu reservasi , dan minimal 6 orang buat dining . harga nya relatif mahal , seperti makan restoran di jakarta . kalau kamu cuma mau makan terus pulang , mendingan makan di restoran yang di sebelah atas . tapi kalau memang mau suasana yang lebih berbau tradisional , dicoba saja .",0,paling Bello makan di restoran la sua yang berbentuk saung di samping danau kecil tapi untuk menggunakan tempat ini perlu prenotazione dan minimo 6 persona buat dining harga la sua relatif mahal seperti makan restoran di jakarta kalau kamu cuma mau makan terus pulang mendingan makan di restoran yang di sebelah atas tapi kalau memang mau suasana yang lebih berbau tradizionale dicoba saja,0.9634724855422974,0,[0.9288 0.0056 0.0656],0,[0.9668 0.0044 0.0287],"{'reservasi': 'prenotazione', 'orang': 'persona', 'nya': 'la sua', 'tradisional': 'tradizionale', 'enak': 'Bello', 'minimal': 'minimo'}",0,0,11.68,,,,,,,,
menyesal x ini . kepiting tidak bersih . gurame bau tanah . mesti banyak perbaharui qualitas makanan aneh,2,menyesal x ini kepiting tidak bersih gurame bau tanah mesti banyak perbaharui qualità makanan strano,0.904222846031189,2,[2.200e-03 3.000e-04 9.975e-01],2,[0.0078 0.0012 0.9911],"{'aneh': 'strano', 'qualitas': 'qualità'}",2,2,6.58,,,,,,,,
"renyah nya ikan goreng terasa kriuk banget , pas kongkow sama teman . , habis futsal lapor cari-cari tempat makan bareng yang tidak menghabiskan kantong saku .",0,croccante nya ikan friggere terasa kriuk molto pas kongkow sama teman habis futsal lapor tempat makan bareng yang tidak menghabiskan kantong saku,0.9399141073226928,0,[9.98e-01 1.60e-03 4.00e-04],0,[0.9958 0.0024 0.0018],"{'banget': 'molto', 'renyah': 'croccante', 'goreng': 'friggere'}",0,0,6.72,,,,,,,,
