text,sentiment,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig
yusri seorang ibu yang tidak tahu diri . sudah tidak punya uang mebel lagi . melihat muka ibu dikaca . sudah dibantu tidak terima kasih . dasar maling .,2,yusri seorang ibu yang tidak tahu diri sudah tidak punya uang mebel lagi melihat muka ibu dikaca sudah dibantu tidak terima kasih base thief,0.9641050100326538,2,[8.000e-04 1.000e-03 9.982e-01],2,[0.0019 0.003  0.9951],"{'maling': 'thief', 'dasar': 'base'}",2,2,5.72,,,,,,,,
menemukan bocah-bocah sampai yang komentar di yutub pakai kata-kata kotor begitu . yang mengajarkan siapa dah ? sedih :,2,menemukan sampai yang komentar di yutub pakai dirty begitu yang mengajarkan siapa dah sedih,0.8574331402778625,2,[7.000e-04 2.000e-03 9.973e-01],2,[0.0021 0.0068 0.9911],{'kotor': 'dirty'},2,2,4.98,,,,,,,,
indomaret adalah penjahat anyar dalam dunia perdagangan,2,indomaret adalah penjahat anyar dalam world perdagangan,0.8735125064849854,2,[0.0012 0.0138 0.985 ],1,[0.0033 0.5509 0.4458],{'dunia': 'world'},2,2,5.0,,,,,,,,
"malah .. !!! tren si tukang fitnah bicara iman , dasar akun sapi yang takut kehilangan kursi cawapres prabowo makanya busukkan nama ahy dan say",2,malah tren si tukang slander bicara iman base akun sapi yang takut kehilangan kursi cawapres prabowo makanya rot nama ahy dan say,0.8932268023490906,2,[8.00e-04 1.20e-03 9.98e-01],2,[0.0028 0.0563 0.9409],"{'busukkan': 'rot', 'fitnah': 'slander', 'dasar': 'base'}",2,2,5.84,,,,,,,,
"tahun 2018 , bri ingin akuisisi 2 bank cilik",1,tahun 2018 bri ingin acquisition 2 bank cilik,0.8630655407905579,1,[0.0016 0.9971 0.0013],1,[0.0035 0.9952 0.0013],{'akuisisi': 'acquisition'},1,1,4.9,,,,,,,,
pilihan bakso nya sangat beragam dan kelebihan nya adalah kita bebas memilih jenis dan jumlah bakso yang kita inginkan,0,pilihan bakso his sangat beragam dan advantages his adalah kita bebas memilih jenis dan jumlah bakso yang kita inginkan,0.8017394542694092,0,[9.966e-01 2.600e-03 8.000e-04],0,[0.983 0.015 0.002],"{'kelebihan': 'advantages', 'nya': 'his'}",0,0,6.2,,,,,,,,
"dulu mau modalin , sediakan tempat , dan carikan pembeli . kok sekarang sindir warga zaman now bergantung pada pemerintah . tidak jelas banget .",2,dulu mau modalin sediakan tempat dan swatch pembeli kok sekarang sindir warga zaman now bergantung pada pemerintah tidak jelas very,0.9429266452789308,2,[8.000e-04 1.000e-03 9.982e-01],2,[0.0015 0.0029 0.9955],"{'banget': 'very', 'carikan': 'swatch'}",2,2,5.42,,,,,,,,
"tempa nya sangat memanjakan pengunjung . dengan suasana pedesaan , banyak nya pohon-pohon menambang kesejukan di tempat ini . tapi , pengunjung memang harus siap dengan harga makanan dan minuman yang diperjualbelikan di sini",0,tempa his sangat pamper pengunjung dengan suasana pedesaan banyak his menambang kesejukan di tempat ini tapi pengunjung memang harus siap dengan harga makanan dan minuman yang diperjualbelikan di sini,0.9077121019363404,0,[9.983e-01 6.000e-04 1.100e-03],0,[0.9955 0.0012 0.0033],"{'memanjakan': 'pamper', 'nya': 'his'}",0,0,6.19,,,,,,,,
"musnahkan lgbt , gay , homo , dan lesbian dari muka bumi ini . ancaman terbesar untuk umat manusia dibumi . jika dibiarkan manusia akan punah .",2,destroy lgbt gay homo dan lesbian dari muka bumi ini ancaman terbesar untuk umat manusia dibumi jika dibiarkan manusia akan extinct,0.9420270323753356,2,[0.0016 0.0019 0.9965],2,[0.0025 0.006  0.9915],"{'musnahkan': 'destroy', 'punah': 'extinct', 'gay': 'gay'}",2,2,5.85,,,,,,,,
"banyak pilihan menu khas bakso , bakso rawit dan bakso granat yang pedas , dan sop iga nya mantap , dengan banyak pilihan minuman , yang saya suka adalah rainbow jely",0,banyak pilihan menu khas bakso bakso rawit dan bakso granat yang pedas dan sop iga nya steady dengan banyak pilihan minuman yang saya like adalah rainbow jelly,0.9583160877227784,0,[9.985e-01 1.200e-03 3.000e-04],0,[9.966e-01 2.800e-03 6.000e-04],"{'mantap': 'steady', 'suka': 'like', 'jely': 'jelly'}",0,0,6.07,,,,,,,,
"piring kaleng , gelas kaleng , makanan rumahan , es cincau , dan yang terpenting , cumi masak hitam yang tak terkalahkan oleh rumah makan di mana pun . makan ala prasmanan dengan pilihan nasi merah yang cocok bagi pelaku diet , barisan lauk pauk yang bisa kita pilih semau nya , pilihan sambal dan lalapan yang bisa diambil sebanyak kita mau , dan harga yang sangat ramah kantong .",0,piring kaleng gelas kaleng makanan rumahan es cincau dan yang terpenting cumi masak hitam yang tak defeated oleh rumah makan di mana pun makan ala prasmanan dengan pilihan nasi merah yang suitable bagi pelaku diet barisan lauk pauk yang bisa kita pilih semau nya pilihan sambal dan lalapan yang bisa diambil sebanyak kita mau dan price yang sangat friendly pocket,0.9795024394989014,0,[9.986e-01 9.000e-04 5.000e-04],0,[0.9943 0.003  0.0027],"{'ramah': 'friendly', 'kantong': 'pocket', 'harga': 'price', 'terkalahkan': 'defeated', 'ala': 'ala', 'diet': 'diet', 'cocok': 'suitable'}",0,0,8.58,,,,,,,,
"pertama datang ke sini karena rekomendasi dari medsos . tertarik melihat minuman dengan aromanis diatas nya dan kue cantik lainnya . tempat nya di lantai 3 mayfair building . jangan sampai kelewat ya , karena pertama ke sana cukup kesulitan . begitu masuk ke tempat nya kata yang terlintas adalah manis . mulai dari dekorasi dan konsep yang diterapkan sampai menu makanan nya .",0,pertama datang ke sini karena rekomendasi dari medsos tertarik melihat minuman dengan aromatic diatas his dan kue cantik lainnya tempat his di floor 3 mayfair building jangan sampai too ya karena pertama ke sana cukup kesulitan begitu masuk ke tempat his kata yang terlintas adalah sweet mulai dari dekorasi dan konsep yang diterapkan sampai menu makanan his,0.8968789577484131,0,[0.9725 0.0035 0.024 ],0,[0.9409 0.0137 0.0455],"{'nya': 'his', 'manis': 'sweet', 'kelewat': 'too', 'lantai': 'floor', 'aromanis': 'aromatic'}",0,0,7.52,,,,,,,,
senang nya pakai kartu,0,senang nya use kartu,0.7044210433959961,0,[9.963e-01 3.100e-03 6.000e-04],0,[9.963e-01 3.000e-03 7.000e-04],{'pakai': 'use'},0,0,4.68,,,,,,,,
trans corp kembali berniat membuka transmart,1,trans corp kembali berniat membuka transmart,1.0,1,[0.0013 0.9973 0.0013],1,[0.0013 0.9973 0.0013],{'transmart': 'transmart'},1,1,5.01,,,,,,,,
: kalau subscriber youtube netmediatama mencapai 1 juta .,1,kalau subscriber youtube netmediatama mencapai 1 juta,1.0,1,[0.0019 0.9957 0.0025],1,[0.0168 0.9805 0.0027],{'netmediatama': 'netmediatama'},1,1,5.06,,,,,,,,
gue bingung sama pemerintahan jokowi . banyak orang yang muji dia padahal dia cuma bisa merusak negara kita saja . aneh,2,gue confused sama pemerintahan jokowi banyak orang yang muji dia padahal dia cuma bisa merusak negara kita saja aneh,0.9628387689590454,2,[1.300e-03 6.000e-04 9.982e-01],2,[1.300e-03 6.000e-04 9.981e-01],{'bingung': 'confused'},2,2,4.99,,,,,,,,
"kalau melihat desain nya pixel 3 sih biasa saja , tapi iklan nya ini bagus banget sampai bikin barang nya jadi terlihat wah banget",0,kalau melihat desain nya pixel 3 sih biasa saja tapi iklan nya ini bagus very sampai bikin barang nya jadi terlihat wah very,0.9737539887428284,0,[0.9718 0.0012 0.027 ],0,[0.9268 0.0021 0.0711],{'banget': 'very'},0,0,5.46,,,,,,,,
"menu-menu tradisional sunda dengan tempat dan wadah yang unik makanan nya banyak ragam minuman dan makanan khas sunda yang jarang dijumpai di luar , ternyata ada di sini .",0,tradisional sunda dengan tempat dan wadah yang unique makanan his banyak ragam minuman dan makanan khas sunda yang jarang dijumpai di luar ternyata ada di sini,0.9627180099487304,0,[0.9922 0.0069 0.001 ],0,[0.9929 0.0061 0.001 ],"{'unik': 'unique', 'nya': 'his'}",0,0,5.49,,,,,,,,
"ampera benhil . pegawai judes , banyak asap rokok , kotor . ini cabang ampera yang paling mengecewakan .",2,ampera benhil employee judes banyak asap rokok kotor ini cabang ampera yang paling disappointing,0.8756400346755981,2,[1.000e-03 7.000e-04 9.984e-01],2,[0.0017 0.0035 0.9947],"{'mengecewakan': 'disappointing', 'pegawai': 'employee'}",2,2,5.16,,,,,,,,
salut,0,salute,0.5821758508682251,0,[9.981e-01 1.100e-03 7.000e-04],0,[9.981e-01 1.100e-03 8.000e-04],{'salut': 'salute'},0,0,4.66,,,,,,,,
"makanan nya enak , porsi nya lumayan banyak , suasana nya juga enak , di tengah nya ada taman dan bergaya zaman dulu , pada waktu datang dikasih roti untuk makanan pembuka",0,makanan his nice porsi his lumayan banyak suasana his juga nice di tengah his ada taman dan bergaya zaman dulu pada waktu datang dikasih roti untuk makanan opener,0.7917355298995972,0,[9.99e-01 5.00e-04 5.00e-04],0,[0.9946 0.001  0.0044],"{'enak': 'nice', 'pembuka': 'opener', 'nya': 'his'}",0,0,6.78,,,,,,,,
sangat tidak profesional institusi . hanya membuat kecewa dan sangat tidak rapi anda bermain . kalau mau main rapi jangan ada kotor sedikit pun,2,sangat tidak professional institusi hanya membuat kecewa dan sangat tidak rapi anda bermain kalau mau main rapi jangan ada kotor sedikit pun,0.989843726158142,2,[2.100e-03 6.000e-04 9.973e-01],2,[2.800e-03 7.000e-04 9.965e-01],{'profesional': 'professional'},2,2,5.2,,,,,,,,
"sejak jokwi naik jadi presiden , simbol-simbol pki tumbuh subur tanpa henti seolah tak ada pihak yang berdaya memberangus hal tersebut . selaku presiden , omongan gebuk pki tak lebih hanya pembohongan publik",2,sejak jokwi naik jadi presiden pki tumbuh subur tanpa henti seolah tak ada pihak yang berdaya memberangus hal tersebut selaku presiden omongan thump pki tak lebih hanya lying publik,0.96669340133667,2,[0.007  0.0077 0.9853],2,[0.0125 0.0165 0.971 ],"{'pembohongan': 'lying', 'gebuk': 'thump'}",2,2,6.04,,,,,,,,
"demo , inilah permintaan nelayan pamekasan kepada menteri susi",1,demo inilah permintaan nelayan pamekasan kepada menteri Susie,0.8123995065689087,1,[0.0012 0.9975 0.0013],1,[0.0011 0.9975 0.0014],{'susi': 'Susie'},1,1,5.24,,,,,,,,
"swiss hormone mengembalikan bentuk brast plus boolat , merapatkan misi v plus wangi sekali smilingfacewithheart - eyes smilingfacewithheart - eyes smilingfacewithheart - eyes .",0,swiss hormone mengembalikan bentuk brast plus boolat merapatkan misi v plus wangi sekali smilingfacewithheart eyes smilingfacewithheart eyes smilingfacewithheart eyes,1.0,0,[0.9506 0.0411 0.0083],0,[0.9609 0.019  0.0201],"{'plus': 'plus', 'eyes': 'eyes'}",0,0,6.59,,,,,,,,
"resto nya bikin kangen . suasana nya enak terutama live music nya suka ramai begitu atau lagu oma oppa tempo dulu , enak banget , makanan nya juga enak-enak , harga tidak mahal , puas dan sudah ketiga kalinya ke sini",0,restaurant nya bikin kangen suasana nya nice terutama live music nya suka ramai begitu atau lagu oma oppa tempo dulu nice banget makanan nya juga price tidak expensive puas dan sudah ketiga kalinya ke sini,0.9345699548721312,0,[9.989e-01 5.000e-04 5.000e-04],0,[0.9502 0.0012 0.0485],"{'mahal': 'expensive', 'enak': 'nice', 'resto': 'restaurant', 'harga': 'price', 'live': 'live'}",0,0,7.08,,,,,,,,
sudah satu bulan ini dia magang di google indonesia .,1,sudah satu bulan ini dia magang di google Indonesia,1.0,1,[0.0011 0.9972 0.0017],1,[0.0022 0.9956 0.0021],{'indonesia': 'Indonesia'},1,1,5.34,,,,,,,,
"makan mi di sini bikin ketagihan , mienyabeda dengan tempat makan mi yang lain . yang paling gila pedes nya , tidak berani pakai sambal lagi tidak kuat pedas .",0,"makan mi di sini bikin ketagihan , mienyabeda dengan tempat makan mi yang lain . yang paling gila pedes nya , tidak berani pakai sambal lagi tidak kuat pedas .",1.0,2,[0.1875 0.0019 0.8107],2,[0.1875 0.0019 0.8107],,0,0,0.02,,,,,,,,
"kemarin saya ke gym yang di daerah kalibata . awal nya mau work out biar bisa membakar lemak . eh di luar ekspektasi , tempat nya ternyata tidak nyaman .",2,kemarin saya ke gym yang di daerah kalibata awal nya mau work out biar bisa membakar lemak eh di luar ekspektasi tempat nya ternyata tidak comfortable,0.9832892417907716,2,[0.0018 0.0017 0.9966],2,[0.0101 0.0048 0.9851],"{'nyaman': 'comfortable', 'out': 'out'}",2,2,5.44,,,,,,,,
"menu warkop , tempat gaul . paling enak ke sini pagi hari masih sepi . kalau siang - malam ramai bingitzzxz . cocok untuk anak baru besar atau remaja . buat bincang bisnis tidak cocok tetlalu ramai . kopi nya gayo arabica mantap , sayang tidak ada manual brew . semuanya pakai expresso mesin . buat kawula muda cocoklah",0,menu warkop tempat gaul paling nice ke sini pagi hari masih sepi kalau siang malam ramai bingitzzxz suitable untuk anak baru besar atau remaja buat bincang bisnis tidak suitable tetlalu ramai kopi nya gayo arabica steady sayang tidak ada manual brew semuanya pakai expresso mesin buat me young match,0.9458361268043518,0,[9.985e-01 6.000e-04 1.000e-03],0,[0.9831 0.0036 0.0133],"{'cocok': 'suitable', 'enak': 'nice', 'mantap': 'steady', 'muda': 'young', 'cocoklah': 'match', 'kawula': 'me'}",0,0,7.78,,,,,,,,
"resto ini desain interior nya cukup menawan . penataan nya cukup serasi . layanan nya cukup baik dan cepat saji . tersedia berbagai menu seperti ayam goreng , bubur ayam , cheeseburger , egg burger , fish fillet burger dan sebagai nya . ayam goreng rasanya gurih , renyah dan nikmat . bubur ayam nya terasa sangat nikmat . cheeseburger sangat terasa rasa keju nya . rata-rata masakan nya nikmat .",0,resto ini desain interior his cukup menawan penataan his cukup serasi layanan his cukup baik dan fast saji tersedia berbagai menu seperti ayam goreng bubur ayam cheeseburger egg burger fish fillet burger dan sebagai his ayam goreng rasanya gurih renyah dan enjoyment bubur ayam his terasa sangat enjoyment cheeseburger sangat terasa rasa keju his masakan his enjoyment,0.7515528202056885,0,[9.99e-01 5.00e-04 4.00e-04],0,[9.984e-01 1.000e-03 7.000e-04],"{'nikmat': 'enjoyment', 'nya': 'his', 'cheeseburger': 'cheeseburger', 'cepat': 'fast', 'menu': 'menu'}",0,0,9.41,,,,,,,,
"menu bubur untuk sarapan pagi favorit semua orang . porsi cukup , tidak terlalu besar , tidak terlalu sedikit . bubur ayam lokal yang cukup untuk mengganjal perut di pagi hari .",0,menu bubur untuk sarapan morning favorite semua orang porsi cukup tidak terlalu besar tidak terlalu sedikit bubur ayam lokal yang cukup untuk mengganjal perut di morning hari,0.9441452026367188,0,[9.983e-01 1.100e-03 6.000e-04],0,[0.9974 0.0015 0.0011],"{'favorit': 'favorite', 'pagi': 'morning'}",0,0,6.82,,,,,,,,
"makanan nya semuanya enak banget , favorit nya nachos dan salad 90 gourmet , sushi nya juga enak , suasana nya nyaman untuk berdua atau kumpul keluarga , selalu jadi pilihan kalau lagi ingin makanan jepang atau korea .",0,food nya semuanya nice very favorit nya nachos dan salad 90 gourmet sushi nya juga nice suasana nya nyaman untuk berdua atau kumpul keluarga selalu jadi pilihan kalau lagi ingin food jepang atau Korea,0.9486678242683412,0,[9.989e-01 7.000e-04 4.000e-04],0,[9.986e-01 6.000e-04 7.000e-04],"{'enak': 'nice', 'banget': 'very', 'makanan': 'food', 'korea': 'Korea'}",0,0,6.94,,,,,,,,
betul . cebong-cebong pada bodoh semua maka dari itu bisa kalahkan prabowo dan bisa usir itu si anjing rizieq shihab,2,betul pada stupid semua maka dari itu bisa kalahkan prabowo dan bisa usir itu si anjing rizieq shihab,0.9855778217315674,2,[1.100e-03 9.000e-04 9.979e-01],2,[0.0027 0.0022 0.9951],{'bodoh': 'stupid'},2,2,6.62,,,,,,,,
mulai bosan nih sama pekerjaan yang sekarang,2,mulai bored nih sama pekerjaan yang sekarang,0.9091572761535645,2,[0.0014 0.0014 0.9973],2,[0.0012 0.0016 0.9971],{'bosan': 'bored'},2,2,5.61,,,,,,,,
tidak pernah kapok dan terus berlangganan sama pengiriman jne soal nya cepat sampai nya,0,tidak pernah kapok dan terus berlangganan sama pengiriman jne soal nya fast sampai nya,0.976590096950531,0,[0.9925 0.0018 0.0056],0,[0.9769 0.0039 0.0191],{'cepat': 'fast'},0,0,5.19,,,,,,,,
"bagus tempat , bagus harga , bagus rasa . ditambah live musik jadi ingin bawa doi ke sini , sayang waktu itu ngumpul nya sama teman-teman kantor , semoga lain waktu bisa datang lagi ke tjendana bistro .",0,good tempat good price good rasa ditambah live musik jadi ingin bawa doi ke sini sayang waktu itu ngumpul nya sama kantor semoga lain waktu bisa datang lagi ke tjendana bistro,0.933376669883728,0,[0.9974 0.0015 0.0011],0,[0.9959 0.003  0.001 ],"{'bistro': 'bistro', 'harga': 'price', 'bagus': 'good'}",0,0,6.73,,,,,,,,
makanan yang terkenal di sini adalah kepiting . kami jarang makan di tempat karena terkendala parkir . kita harus parkir di seberang jalan dan jalan nya adalah jalan besar dengan kendaraan yang terus berlalu lalang . karena itu biasanya saya dan keluarga lebih senang untuk pengiriman .,0,food yang famous di sini adalah kepiting kami jarang makan di tempat karena terkendala parkir kita harus parkir di seberang jalan dan jalan nya adalah jalan besar dengan kendaraan yang terus berlalu lalang karena itu biasanya saya dan keluarga lebih like untuk pengiriman,0.9822543859481812,0,[9.963e-01 9.000e-04 2.800e-03],0,[0.9762 0.0035 0.0203],"{'senang': 'like', 'terkenal': 'famous', 'makanan': 'food'}",0,0,7.28,,,,,,,,
saya tidak suka ayam . saya lindas ayam itu,2,saya tidak like ayam saya lindas ayam itu,0.9466515183448792,2,[0.001 0.001 0.998],2,[0.0012 0.0025 0.9964],{'suka': 'like'},2,2,5.29,,,,,,,,
sepertinya ingin sekali marah sama indosat ini .,2,sepertinya ingin sekali angry sama indosat ini,0.8623509407043457,2,[7.000e-04 1.900e-03 9.974e-01],0,[0.8222 0.0758 0.1019],{'marah': 'angry'},2,2,5.04,,,,,,,,
"nama nya yang membuat saya tergelitik untuk mampir dan makan , kemudian menanyakan kepada staf mereka , kenapa nama nya sapu lidi ? tidak ada yang bisa menjawab dan baru terjawab ketika pemilik nya diwawancara disebuah stasiun televisi . sapu lidi idebtik dengan rakkyat , dengan desa / kampung . tempat ini di desain cukup unik menurut saya seunik pemilik nya juga",0,nama his yang membuat saya tergelitik untuk stop by dan eat kemudian menanyakan kepada staf mereka kenapa nama his sapu lidi tidak ada yang bisa menjawab dan baru terjawab ketika pemilik his diwawancara disebuah stasiun televisi sapu lidi idebtik dengan rakkyat dengan desa kampung tempat ini di desain cukup unik menurut saya as unique pemilik his juga,0.9086544513702391,0,[0.9971 0.0015 0.0014],0,[0.9819 0.0058 0.0123],"{'seunik': 'as unique', 'nya': 'his', 'makan': 'eat', 'mampir': 'stop by'}",0,0,7.99,,,,,,,,
"kecewa sama barista yang literally menambahkan additional tanpa bilang ada biaya nya . maksud gue , kalau harga akhir produk akan berubah wajar nya dikasih tahu sebelum dia input tidak sih ? apalagi sama new pelanggan",2,disappointed sama barista yang literally menambahkan additional tanpa bilang ada biaya nya maksud gue kalau harga akhir produk akan berubah wajar nya dikasih tahu sebelum dia input tidak sih apalagi sama new customer,0.9667094945907592,2,[0.0017 0.0013 0.997 ],2,[0.0722 0.0555 0.8722],"{'kecewa': 'disappointed', 'pelanggan': 'customer', 'input': 'input'}",2,2,7.58,,,,,,,,
"paling enak makan di restoran nya yang berbentuk saung di samping danau kecil . tapi untuk menggunakan tempat ini perlu reservasi , dan minimal 6 orang buat dining . harga nya relatif mahal , seperti makan restoran di jakarta . kalau kamu cuma mau makan terus pulang , mendingan makan di restoran yang di sebelah atas . tapi kalau memang mau suasana yang lebih berbau tradisional , dicoba saja .",0,paling nice makan di restoran nya yang berbentuk saung di samping danau kecil tapi untuk menggunakan tempat ini perlu reservasi dan minimal 6 orang buat dining harga nya relatively mahal seperti makan restoran di jakarta kalau kamu cuma mau makan terus pulang mendingan makan di restoran yang di sebelah atas tapi kalau memang mau atmosphere yang lebih berbau tradisional dicoba saja,0.9889546632766724,0,[0.9502 0.0034 0.0465],0,[0.9633 0.0048 0.0319],"{'enak': 'nice', 'saung': 'saung', 'suasana': 'atmosphere', 'dining': 'dining', 'relatif': 'relatively', '6': '6'}",0,0,7.46,,,,,,,,
menyesal x ini . kepiting tidak bersih . gurame bau tanah . mesti banyak perbaharui qualitas makanan aneh,2,regret x ini kepiting tidak bersih gurame bau tanah mesti banyak perbaharui qualitas makanan strange,0.8774070143699646,2,[1.800e-03 7.000e-04 9.974e-01],2,[0.0048 0.0026 0.9926],"{'aneh': 'strange', 'menyesal': 'regret'}",2,2,5.53,,,,,,,,
"renyah nya ikan goreng terasa kriuk banget , pas kongkow sama teman . , habis futsal lapor cari-cari tempat makan bareng yang tidak menghabiskan kantong saku .",0,crispy nya ikan goreng terasa kriuk banget pas kongkow sama teman habis futsal lapor tempat makan bareng yang tidak use up pocket saku,0.9363688826560974,0,[9.982e-01 8.000e-04 1.000e-03],0,[0.9924 0.0015 0.0061],"{'renyah': 'crispy', 'kantong': 'pocket', 'menghabiskan': 'use up'}",0,0,5.82,,,,,,,,
"lokasi nya di dekat jalan braga . gang nya cukup untuk 2 kendaraan lewat . disarankan datang selain jam makan siang , karena makan siang tim penuh dengan pengunjung dan jumlah meja tidak terlalu banyak . mereka juga punya cabang lain di pascal square . bakmi rica terkenal karena pedas nya . ada yamien manis atau yang asin . saya lebih suka dengan mi manis .",0,lokasi his di dekat jalan braga gang his cukup untuk 2 kendaraan lewat disarankan datang selain jam makan siang karena makan siang tim penuh dengan pengunjung dan jumlah meja tidak terlalu banyak mereka juga punya cabang lain di pascal square bakmi rica famous karena pedas his ada yamien sweet atau yang asin saya lebih like dengan mi sweet,0.9194804430007936,0,[9.987e-01 7.000e-04 6.000e-04],0,[0.9962 0.0017 0.0021],"{'suka': 'like', 'rica': 'rica', 'terkenal': 'famous', 'manis': 'sweet', 'nya': 'his', 'yamien': 'yamien'}",0,0,9.15,,,,,,,,
