text,sentiment,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig
"sejak jokwi naik jadi presiden , simbol-simbol pki tumbuh subur tanpa henti seolah tak ada pihak yang berdaya memberangus hal tersebut . selaku presiden , omongan gebuk pki tak lebih hanya pembohongan publik",2,sejak jokwi naik jadi presiden pki tumbuh subur tanpa henti seolah tak ada pihak yang Potenzia memberangus hal tersebut selaku presiden omongan gebuk pki tak lebih hanya dire bugie publik,0.9788976907730104,2,[0.0122 0.0067 0.9811],2,[0.0144 0.0132 0.9724],"{'pembohongan': 'dire bugie', 'berdaya': 'Potenzia'}",2,2,7.1,,,,,,,,
"demo , inilah permintaan nelayan pamekasan kepada menteri susi",1,demo inilah permintaan pescatore pamekasan kepada menteri susi,0.9439563155174256,1,[0.0096 0.9847 0.0057],1,[0.0193 0.9715 0.0092],{'nelayan': 'pescatore'},1,1,4.66,,,,,,,,
"swiss hormone mengembalikan bentuk brast plus boolat , merapatkan misi v plus wangi sekali smilingfacewithheart - eyes smilingfacewithheart - eyes smilingfacewithheart - eyes .",0,"swiss hormone mengembalikan bentuk brast plus boolat , merapatkan misi v plus wangi sekali smilingfacewithheart - eyes smilingfacewithheart - eyes smilingfacewithheart - eyes .",1.0,1,[0.0136 0.9805 0.0059],1,[0.0136 0.9805 0.0059],,1,1,0.02,,,,,,,,
"resto nya bikin kangen . suasana nya enak terutama live music nya suka ramai begitu atau lagu oma oppa tempo dulu , enak banget , makanan nya juga enak-enak , harga tidak mahal , puas dan sudah ketiga kalinya ke sini",0,resto nya bikin kangen suasana nya Bello terutama live music nya suka ramai begitu atau lagu oma oppa tempo dulu Bello banget makanan nya juga prezzo tidak mahal puas dan sudah Terzo volta ke sini,0.9520214796066284,0,[0.9958 0.0019 0.0023],0,[0.9913 0.0019 0.0069],"{'harga': 'prezzo', 'enak': 'Bello', 'kalinya': 'volta', 'ketiga': 'Terzo'}",0,0,6.47,,,,,,,,
sudah satu bulan ini dia magang di google indonesia .,1,sudah satu bulan ini dia magang di Google indonesia,1.0,1,[0.0139 0.9737 0.0124],1,[0.0148 0.9721 0.0131],{'google': 'Google'},1,1,4.75,,,,,,,,
"makan mi di sini bikin ketagihan , mienyabeda dengan tempat makan mi yang lain . yang paling gila pedes nya , tidak berani pakai sambal lagi tidak kuat pedas .",0,mangiare mi di sini bikin ketagihan mienyabeda dengan tempat mangiare mi yang lain yang paling gila pedes nya tidak berani pakai sambal lagi tidak forte pedas,0.9759501814842224,0,[0.7478 0.0034 0.2488],0,[0.8995 0.0051 0.0954],"{'kuat': 'forte', 'makan': 'mangiare'}",0,0,5.75,,,,,,,,
"kemarin saya ke gym yang di daerah kalibata . awal nya mau work out biar bisa membakar lemak . eh di luar ekspektasi , tempat nya ternyata tidak nyaman .",2,kemarin saya ke gym yang di daerah kalibata awal nya mau work out biar bisa membakar lemak ehm di luar ekspektasi tempat nya ternyata tidak comodo,0.9660826921463012,2,[0.0501 0.0103 0.9396],2,[0.0299 0.0137 0.9564],"{'nyaman': 'comodo', 'eh': 'ehm'}",2,2,5.48,,,,,,,,
"menu warkop , tempat gaul . paling enak ke sini pagi hari masih sepi . kalau siang - malam ramai bingitzzxz . cocok untuk anak baru besar atau remaja . buat bincang bisnis tidak cocok tetlalu ramai . kopi nya gayo arabica mantap , sayang tidak ada manual brew . semuanya pakai expresso mesin . buat kawula muda cocoklah",0,menu warkop tempat gaul paling Bello ke sini pagi hari masih sepi kalau siang notte ramai bingitzzxz cocok untuk bambino baru besar atau remaja buat bincang bisnis tidak cocok tetlalu ramai kopi nya gayo arabica costante caro tidak ada manual brew semuanya pakai expresso mesin buat kawula muda cocoklah,0.9676095247268676,0,[0.9944 0.0017 0.0039],0,[0.9056 0.0034 0.091 ],"{'sayang': 'caro', 'mantap': 'costante', 'bingitzzxz': 'bingitzzxz', 'anak': 'bambino', 'malam': 'notte', 'enak': 'Bello'}",0,0,7.65,,,,,,,,
"resto ini desain interior nya cukup menawan . penataan nya cukup serasi . layanan nya cukup baik dan cepat saji . tersedia berbagai menu seperti ayam goreng , bubur ayam , cheeseburger , egg burger , fish fillet burger dan sebagai nya . ayam goreng rasanya gurih , renyah dan nikmat . bubur ayam nya terasa sangat nikmat . cheeseburger sangat terasa rasa keju nya . rata-rata masakan nya nikmat .",0,resto ini desain interno la sua cukup accattivante penataan la sua cukup incontro layanan la sua cukup baik dan cepat saji tersedia berbagai menu seperti ayam goreng bubur ayam cheeseburger egg burger fish fillet burger dan sebagai la sua ayam goreng rasanya gustoso croccante dan nikmat bubur ayam la sua terasa sangat nikmat cheeseburger sangat terasa rasa formaggio la sua masakan la sua nikmat,0.814146876335144,0,[0.9957 0.002  0.0023],0,[0.9933 0.0032 0.0036],"{'keju': 'formaggio', 'menawan': 'accattivante', 'renyah': 'croccante', 'serasi': 'incontro', 'cheeseburger': 'cheeseburger', 'interior': 'interno', 'gurih': 'gustoso', 'nya': 'la sua'}",0,0,9.61,,,,,,,,
"menu bubur untuk sarapan pagi favorit semua orang . porsi cukup , tidak terlalu besar , tidak terlalu sedikit . bubur ayam lokal yang cukup untuk mengganjal perut di pagi hari .",0,menu bubur untuk sarapan pagi preferito semua orang porsi cukup tidak terlalu besar tidak terlalu sedikit bubur pollo lokal yang cukup untuk mengganjal perut di pagi hari,0.9771850109100342,0,[0.9893 0.006  0.0047],0,[0.68   0.0843 0.2357],"{'ayam': 'pollo', 'favorit': 'preferito'}",0,0,5.53,,,,,,,,
"makanan nya semuanya enak banget , favorit nya nachos dan salad 90 gourmet , sushi nya juga enak , suasana nya nyaman untuk berdua atau kumpul keluarga , selalu jadi pilihan kalau lagi ingin makanan jepang atau korea .",0,makanan nya semuanya enak molto preferito nya nachos dan salad 90 gourmet sushi nya juga enak suasana nya comodo untuk berdua atau kumpul keluarga selalu jadi scelta kalau lagi ingin makanan jepang atau korea,0.9785315990447998,0,[0.9952 0.0025 0.0024],0,[0.9948 0.0024 0.0028],"{'nyaman': 'comodo', 'pilihan': 'scelta', 'banget': 'molto', 'favorit': 'preferito'}",0,0,6.77,,,,,,,,
betul . cebong-cebong pada bodoh semua maka dari itu bisa kalahkan prabowo dan bisa usir itu si anjing rizieq shihab,2,betul pada stupido semua maka dari itu bisa kalahkan prabowo dan bisa usir itu si anjing rizieq shihab,0.9887992739677428,2,[0.0091 0.0084 0.9825],2,[0.009  0.0155 0.9755],{'bodoh': 'stupido'},2,2,5.4,,,,,,,,
mulai bosan nih sama pekerjaan yang sekarang,2,mulai annoiato nih sama pekerjaan yang sekarang,0.9686237573623656,2,[0.0112 0.007  0.9818],2,[0.0591 0.2416 0.6993],{'bosan': 'annoiato'},2,2,5.24,,,,,,,,
tidak pernah kapok dan terus berlangganan sama pengiriman jne soal nya cepat sampai nya,0,tidak pernah kapok dan terus berlangganan sama pengiriman jne soal nya cepat sampai nya,1.0,2,[0.3161 0.2258 0.4581],2,[0.3161 0.2258 0.4581],,0,0,0.02,,,,,,,,
"bagus tempat , bagus harga , bagus rasa . ditambah live musik jadi ingin bawa doi ke sini , sayang waktu itu ngumpul nya sama teman-teman kantor , semoga lain waktu bisa datang lagi ke tjendana bistro .",0,bagus tempat bagus harga bagus rasa ditambah abitare musica jadi ingin bawa doi ke sini caro waktu itu ngumpul nya sama kantor semoga lain waktu bisa datang lagi ke tjendana bistro,0.9670418500900269,0,[0.9896 0.0064 0.004 ],0,[0.9883 0.0066 0.0051],"{'musik': 'musica', 'live': 'abitare', 'sayang': 'caro'}",0,0,6.27,,,,,,,,
makanan yang terkenal di sini adalah kepiting . kami jarang makan di tempat karena terkendala parkir . kita harus parkir di seberang jalan dan jalan nya adalah jalan besar dengan kendaraan yang terus berlalu lalang . karena itu biasanya saya dan keluarga lebih senang untuk pengiriman .,0,makanan yang famoso di sini adalah kepiting kami jarang makan di tempat karena costretto parkir kita harus parkir di seberang jalan dan jalan nya adalah jalan besar dengan kendaraan yang terus berlalu lalang karena itu biasanya saya dan keluarga lebih piace untuk pengiriman,0.984521746635437,0,[0.9933 0.002  0.0047],0,[0.9782 0.0034 0.0184],"{'senang': 'piace', 'terkendala': 'costretto', 'terkenal': 'famoso'}",0,0,6.75,,,,,,,,
saya tidak suka ayam . saya lindas ayam itu,2,saya tidak suka pollo saya lindas pollo itu,0.8517206907272339,2,[0.0107 0.0076 0.9817],2,[0.0133 0.0094 0.9773],{'ayam': 'pollo'},2,2,5.14,,,,,,,,
sepertinya ingin sekali marah sama indosat ini .,2,sepertinya ingin sekali marah sama Indosat ini,1.0,2,[0.0096 0.0063 0.9841],2,[0.0122 0.0056 0.9822],{'indosat': 'Indosat'},2,2,5.81,,,,,,,,
"nama nya yang membuat saya tergelitik untuk mampir dan makan , kemudian menanyakan kepada staf mereka , kenapa nama nya sapu lidi ? tidak ada yang bisa menjawab dan baru terjawab ketika pemilik nya diwawancara disebuah stasiun televisi . sapu lidi idebtik dengan rakkyat , dengan desa / kampung . tempat ini di desain cukup unik menurut saya seunik pemilik nya juga",0,nama la sua yang membuat saya tergelitik untuk mampir dan mangiare kemudian menanyakan kepada personale mereka kenapa nama la sua sapu lidi tidak ada yang bisa menjawab dan baru terjawab ketika proprietario la sua diwawancara disebuah stasiun televisi sapu lidi idebtik dengan rakkyat dengan desa kampung tempat ini di desain cukup unik menurut saya seunik proprietario la sua juga,0.93840754032135,0,[0.7812 0.104  0.1149],0,[0.8044 0.0846 0.111 ],"{'makan': 'mangiare', 'nya': 'la sua', 'pemilik': 'proprietario', 'staf': 'personale'}",0,0,7.79,,,,,,,,
"kecewa sama barista yang literally menambahkan additional tanpa bilang ada biaya nya . maksud gue , kalau harga akhir produk akan berubah wajar nya dikasih tahu sebelum dia input tidak sih ? apalagi sama new pelanggan",2,deluso sama barista yang literally menambahkan additional tanpa bilang ada biaya nya maksud gue kalau harga akhir produk akan berubah wajar nya dikasih tahu sebelum dia input tidak l'inferno apalagi sama new cliente,0.9819657802581788,2,[0.0096 0.0098 0.9806],2,[0.0882 0.1204 0.7913],"{'kecewa': 'deluso', 'pelanggan': 'cliente', 'sih': ""l'inferno""}",2,2,5.95,,,,,,,,
"paling enak makan di restoran nya yang berbentuk saung di samping danau kecil . tapi untuk menggunakan tempat ini perlu reservasi , dan minimal 6 orang buat dining . harga nya relatif mahal , seperti makan restoran di jakarta . kalau kamu cuma mau makan terus pulang , mendingan makan di restoran yang di sebelah atas . tapi kalau memang mau suasana yang lebih berbau tradisional , dicoba saja .",0,"paling enak makan di restoran nya yang berbentuk saung di samping danau kecil . tapi untuk menggunakan tempat ini perlu reservasi , dan minimal 6 orang buat dining . harga nya relatif mahal , seperti makan restoran di jakarta . kalau kamu cuma mau makan terus pulang , mendingan makan di restoran yang di sebelah atas . tapi kalau memang mau suasana yang lebih berbau tradisional , dicoba saja .",1.0,2,[0.4488 0.0085 0.5427],2,[0.4488 0.0085 0.5427],,2,2,0.02,,,,,,,,
menyesal x ini . kepiting tidak bersih . gurame bau tanah . mesti banyak perbaharui qualitas makanan aneh,2,rimpiangere x ini kepiting tidak bersih gurame bau tanah mesti banyak perbaharui qualitas makanan strano,0.9591946601867676,2,[0.0169 0.0057 0.9774],0,[0.71  0.079 0.211],"{'aneh': 'strano', 'menyesal': 'rimpiangere'}",2,2,5.53,,,,,,,,
"renyah nya ikan goreng terasa kriuk banget , pas kongkow sama teman . , habis futsal lapor cari-cari tempat makan bareng yang tidak menghabiskan kantong saku .",0,renyah nya ikan goreng terasa kriuk molto passaggio kongkow sama teman habis futsal lapor tempat mangiare bareng yang tidak menghabiskan kantong saku,0.9607636332511902,0,[0.9909 0.0051 0.004 ],0,[0.7274 0.1243 0.1483],"{'banget': 'molto', 'makan': 'mangiare', 'pas': 'passaggio'}",0,0,6.03,,,,,,,,
"lokasi nya di dekat jalan braga . gang nya cukup untuk 2 kendaraan lewat . disarankan datang selain jam makan siang , karena makan siang tim penuh dengan pengunjung dan jumlah meja tidak terlalu banyak . mereka juga punya cabang lain di pascal square . bakmi rica terkenal karena pedas nya . ada yamien manis atau yang asin . saya lebih suka dengan mi manis .",0,lokasi la sua di dekat jalan braga gang la sua cukup untuk 2 kendaraan lewat disarankan datang selain jam mangiare siang karena mangiare siang tim completo dengan visitatori dan jumlah meja tidak terlalu banyak mereka juga punya cabang lain di pascal square bakmi rica famoso karena pedas la sua ada yamien manis atau yang asin saya lebih piace dengan mi manis,0.9472684860229492,0,[0.9948 0.0023 0.003 ],0,[0.9932 0.0026 0.0042],"{'terkenal': 'famoso', 'makan': 'mangiare', 'pengunjung': 'visitatori', 'penuh': 'completo', 'nya': 'la sua', 'suka': 'piace'}",0,0,8.07,,,,,,,,
